sentence_id,source,reference
ABC.train.gold.bea19_025140,"Because of all these reasons , I highly recommend taking into account Downton Abbey to be included in your top ten list .","For of all these reasons , I highly recommend considering Downton Abbey to be included in your top ten list ."
ABC.train.gold.bea19_025141,"I wish to apply for the Assistants & management support for the "" Asset Allocation & Macro Research "" ( AA&MR ) position as I believe it is in perfect alignment with my skills and professional experience .","I wish to apply for the Assistants & management support for the "" Asset Allocation & Macro Research "" ( AA&MR ) position as I believe it is in perfect alignment with my skills and professional experience ."
ABC.train.gold.bea19_025142,"My penultimate position was as chief executive of a company with photocomposition , which was followed by the creation of a publication service serving the "" Sell Side "" department of Pictet , then Helvea demonstrated my sense of organization and easy adaptation to new environment .","My penultimate position was as chief executive of a company with photocomposition , which was followed by the creation of a publication service serving the "" Sell Side "" department of Pictet , then Helvea demonstrated my sense of organization and easy adaptation to new environments ."
ABC.train.gold.bea19_025143,"My goal has always been to combine speed with quality , using good organization skills and an excellent mastery of different technological tools .","My goal has always been to combine speed with quality , using good organization skills and an excellent mastery of different technological tools ."
ABC.train.gold.bea19_025144,I possess very good knowledge of page layout software .,I possess very good knowledge of page layout software .
ABC.train.gold.bea19_025145,"Furthermore , I am fluent in English language , with good writing skills .","Furthermore , I am fluent in the English language , with good writing skills ."
ABC.train.gold.bea19_025146,"Conscientious by nature , I always strive to be thorough in my work , to be diligent , and consistently completing my tasks .","Conscientious by nature , I always strive to be thorough in my work , to be diligent , and consistently complete my tasks ."
ABC.train.gold.bea19_025147,"In addition , I am a team player with good interpersonal skills .","In addition , I am a team player with good interpersonal skills ."
ABC.train.gold.bea19_025148,I would be glad to further expand upon what I can offer in an interview .,I would be glad to further expand upon what I can offer in an interview .
ABC.train.gold.bea19_025149,"Yours faithfully ,","Yours faithfully ,"
ABC.train.gold.bea19_025150,"NB : In addition , in the case of employment , I would receive an allowance of a participation of 50% of the salary for a period of two years .","NB : In addition , in case of employment , I would receive an allowance of a participation of 50% of the salary for a period of two years ."
ABC.train.gold.bea19_025151,"Dear Jo ,","Dear Jo ,"
ABC.train.gold.bea19_025152,It 's so nice to hear from you and I 'm so happy that you are coming to Egypt this summer .,It 's so nice to hear from you and I 'm so happy that you are coming to Egypt this summer .
ABC.train.gold.bea19_025153,"Well , first of all , there are a lot of activities you can do for fun , such as visiting some historical places that are attractive for many tourists .","Well , first of all , there are a lot of activities you can do for fun , such as visiting some historical places that are attractive for many tourists ."
ABC.train.gold.bea19_025154,"Since you are coming in summer , you should visit Sharm or Hurghada for some sea activities like swimming , diving and snorkeling .","Since you are coming in summer , you should visit Sharm or Hurghada for some sea activities like swimming , diving and snorkeling ."
ABC.train.gold.bea19_025155,"About work , since you are a native speaker of English language and you have and idea about teaching English as a second language , you can apply for teaching centers that offer jobs for native - speakers of English language .","About work , since you are a native speaker of English and you have an idea about teaching English as a second language , you can apply to teaching centers that offer jobs for native speakers of English ."
ABC.train.gold.bea19_025156,They will pay you a reasonable salary .,They will pay you a reasonable salary .
ABC.train.gold.bea19_025157,And it will be good preparation for your study at college .,And it will be good preparation for your studies at college .
ABC.train.gold.bea19_025158,I hope to hear from you soon .,I hope to hear from you soon .
ABC.train.gold.bea19_025159,"Best wishes ,","Best wishes ,"
ABC.train.gold.bea19_025160,"Christina ,","Christina ,"
ABC.train.gold.bea19_025161,Egypt .,Egypt .
ABC.train.gold.bea19_025162,I admit that I do n't really enjoy soap operas .,I admit that I do n't really enjoy soap operas .
ABC.train.gold.bea19_025163,"However , I live in Brazil and there is no way out when it comes to soap operas .","However , I live in Brazil and there is no way out when it comes to soap operas ."
ABC.train.gold.bea19_025164,Brazilian people are known for their creativity and enthusiasm for soap operas .,Brazilian people are known for their creativity and enthusiasm for soap operas .
ABC.train.gold.bea19_025165,"The success of the soap opera depends on the theme , the people have to weather to relate to it or have interest on it .","The success of the soap opera depends on the theme , the people have to decide whether to relate to it or take an interest in it ."
ABC.train.gold.bea19_025166,"As a typical Brazilian I have a favorite soap opera , is called Floribella .","As a typical Brazilian , I have a favorite soap opera . It is called Floribella ."
ABC.train.gold.bea19_025167,"The story is about a poor girl called Floribella she is an eccentric seamstress , she has amazing friend and they have a band together .",The story is about a poor girl called Floribella she is an eccentric seamstress . She has amazing friends and they have a band together .
ABC.train.gold.bea19_025168,"She starts to work for Mister Frederico , a young and wealthy man who has three brothers to take care .","She starts to work for Mister Frederico , a young and wealthy man who has three brothers to take care of ."
ABC.train.gold.bea19_025169,He is arrogant but Flor is the only one who can calm him down in difficult situations .,"He is arrogant , but Flor is the only one who can calm him down in difficult situations ."
ABC.train.gold.bea19_025170,"She falls in love with him , but unfortunately he is engaged and his fiancée is an awful person who always try to humiliate Flor .","She falls in love with him , but unfortunately , he is engaged and his fiancée is an awful person who always tries to humiliate Flor ."
ABC.train.gold.bea19_025171,"I 'm afraid to say that this soap opera does n't have a happy end and I did n't enjoy the end either , but I still recommend it because it 's a beautiful love story and the characters are really amusing and the story is funny and lovely .","I 'm afraid to say that this soap opera does n't have a happy ending and I did n't enjoy the end either , but I still recommend it , because it 's a beautiful love story and the characters are really amusing and the story is funny and lovely ."
ABC.train.gold.bea19_025172,"Despite its end and all others odds that it may have , I 'm still a big fan of Floribella and I ca n't wait to watch it again on Netflix .","Despite its ending and all others odds that it may have , I 'm still a big fan of Floribella and I ca n't wait to watch it again on Netflix ."
ABC.train.gold.bea19_025173,"You should watch it too , so we can discuss it together .","You should watch it too , so we can discuss it together ."
ABC.train.gold.bea19_025174,"And by the way , the soundtracks are awesome , you 'll be addicted to them .","And by the way , the soundtrack is awesome , you 'll be addicted to it ."
ABC.train.gold.bea19_025175,Taking care of environment has become an essential need in our daily life .,Taking care of environment has become an essential need in our daily life .
ABC.train.gold.bea19_025176,"Countries , states , cities and even municipalities are focusing on how to include green plans in their future work plans .","Countries , states , cities and even municipalities are focusing on how to include green plans in their future work plans ."
ABC.train.gold.bea19_025177,Corporate Social Responsibility ( CSR ) is indicated in more than 90% of missions statements around the world .,Corporate Social Responsibility ( CSR ) is indicated in more than 90% of mission statements around the world .
ABC.train.gold.bea19_025178,Saying that taking care of the environment is not only the concern of citizens but also the national and international organizations .,Saying that taking care of the environment is not only the concern of citizens but also the national and international organizations .
ABC.train.gold.bea19_025179,"As for my city , the mayor gives environment his top priority and a budgeted plan under the process of implementation .","As for my city , the mayor gives the environment his top priority and a budgeted plan under the process of implementation ."
ABC.train.gold.bea19_025180,"awareness sessions have been made to explain the difference among re - use , recycle and reduce .","awareness sessions have been made to explain the difference between re - use , recycle and reduce ."
ABC.train.gold.bea19_025181,a different color trash bags were distributed to citizens to be used at home to separate the trash according to each material .,Different color trash bags were distributed to citizens to be used at home to separate the trash according to each material .
ABC.train.gold.bea19_025182,"In addition to that , a law has been enforced to plant a tree in front of each building .","In addition to that , a law has been enforced to plant a tree in front of each building ."
ABC.train.gold.bea19_025183,"Also , Films on soaring birds were played to explain the importance of birds in cleaning the atmosphere .","Also , films on soaring birds were played to explain the importance of birds in cleaning the atmosphere ."
ABC.train.gold.bea19_025184,It is worth to mention that schools are considering Environment subject is part of the education sytem that should be taught to students .,It is worth mentioning that schools are considering the environment as part of the education system that should be taught to students .
ABC.train.gold.bea19_025185,"Finally , I 'm proud to say that taking care of the environment is part of my and my family daily life .","Finally , I 'm proud to say that taking care of the environment is part of my and my family 's daily life ."
ABC.train.gold.bea19_025186,"Trash distribution , using green products that repect the ozone layer , not wasting water and many other actions .","Trash distribution , using green products that respect the ozone layer , not wasting water and many other actions ."
ABC.train.gold.bea19_025187,I am writing to apply for the position of assistant professor of English with an emphasis in nineteenth - century American literature that you advertised in the February 20XX MLA Job Information List .,I am writing to apply for the position of assistant professor of English with an emphasis on nineteenth - century American literature that you advertised on the February 20XX MLA Job Information List .
ABC.train.gold.bea19_025188,"I am a Dean 's Fellow and Ph.D. candidate at XYZ University , currently revising the final chapter of my dissertation , and expecting to graduate in May 20XX .","I am a Dean 's Fellow and Ph.D. candidate at XYZ University , currently revising the final chapter of my dissertation , and expecting to graduate in May 20XX ."
ABC.train.gold.bea19_025189,I am confident that my teaching experience and my research interests make me an ideal candidate for your open position .,I am confident that my teaching experience and my research interests make me an ideal candidate for your open position .
ABC.train.gold.bea19_025190,"Over the past five years , I have taught a variety English courses .","Over the past five years , I have taught a variety of English courses ."
ABC.train.gold.bea19_025191,"I have taught a number of American literature survey courses , as well as writing courses , including technical writing and first - year writing .","I have taught a number of American literature survey courses , as well as writing courses , including technical writing and first - year writing ."
ABC.train.gold.bea19_025192,"I have extensive experience working with ESL students , as well as students with a variety of learning disabilities , including dyslexia and dysgraphia , and disabilities like ADD and ADHD .","I have extensive experience of working with ESL students , as well as students with a variety of learning disabilities , including dyslexia and dysgraphia , and disabilities like ADD and ADHD ."
ABC.train.gold.bea19_025193,I pride myself in creating a classroom environment that accommodates the needs of my individual students while still promoting a high level of critical thought and writing skills .,I pride myself on creating a classroom environment that accommodates the needs of my individual students while still promoting a high level of critical thinking and writing skills .
ABC.train.gold.bea19_025194,"Some of my most satisfying experiences as a teacher have come from helping struggling students to grasp difficult concepts , through a combination of individual conferences , class activities , and group discussion .","Some of my most satisfying experiences as a teacher have come from helping struggling students to grasp difficult concepts through a combination of individual sessions , class activities , and group discussion ."
ABC.train.gold.bea19_025195,"I know I would thrive as a teacher in your college , due to your belief in small classroom size and individualized support for students .","I know I would thrive as a teacher in your college , due to your belief in small classroom size and individualized support for students ."
ABC.train.gold.bea19_025196,"Not only does my teaching experience suit the needs of your school and department , but my research interests also fit perfectly with your description of the ideal candidate .","Not only does my teaching experience suit the needs of your school and department , but my research interests also fit perfectly with your description of the ideal candidate ."
ABC.train.gold.bea19_025197,"My dissertation project , "" Ferns and Leaves : Nineteenth - Century Female Authorial Space , "" examines the rise and development of American female authors in the 1840s and 1850s , with a particular focus on patterns of magazine publication .","My dissertation project , "" Ferns and Leaves : Nineteenth - Century Female Authorial Space , "" examines the rise and development of American female authors in the 1840s and 1850s , with a particular focus on patterns of magazine publication ."
ABC.train.gold.bea19_025198,"I argue that , rather than being submissive to the requirements of the editor or publisher , female authors in fact developed a more transparently reciprocal relationship between themselves and their readers than previously has been assumed .","I argue that , rather than being submissive to the requirements of the editor or publisher , female authors in fact developed a more transparently reciprocal relationship between themselves and their readers than has previously been assumed ."
ABC.train.gold.bea19_025199,"I apply recent print - culture and book - history theory to my readings of novels , magazine articles , letters , and diary entries by various female authors , with a particularly focus on Sara Willis ( known by her pseudonym Fanny Fern ) .","I apply recent print - culture and book - history theory to my readings of novels , magazine articles , letters , and diary entries by various female authors , with a particularly focus on Sara Willis ( known by her pseudonym Fanny Fern ) ."
ABC.train.gold.bea19_025200,"I plan to develop my dissertation into a book manuscript , and continue to research the role of female writers in antebellum magazine culture , with a particular focus on the rise and influence of female magazine editors on literary culture .","I plan to develop my dissertation into a book manuscript , and continue to research the role of female writers in antebellum magazine culture , with a particular focus on the rise and influence of female magazine editors on literary culture ."
ABC.train.gold.bea19_025201,My research interests have both shaped and been shaped by my recent teaching experiences .,My research interests have both shaped and been shaped by my recent teaching experiences .
ABC.train.gold.bea19_025202,"Last spring , I developed and taught a course on the history of print culture in America .","Last spring , I developed and taught a course on the history of print culture in America ."
ABC.train.gold.bea19_025203,I combined readings on theory and literature that addressed issues of print with visits to local historical museums and archives .,I combined readings on theory and literature that addressed issues of print with visits to local historical museums and archives .
ABC.train.gold.bea19_025204,"My students conducted in - depth studies on particular texts ( magazines , newspapers , novels ) for their final papers .","My students conducted in - depth studies on particular texts ( magazines , newspapers , novels ) for their final papers ."
ABC.train.gold.bea19_025205,"I believe my interdisciplinary teaching style , particularly my emphasis on material culture , would fit in well with the interdisciplinary nature of your English department .","I believe my interdisciplinary teaching style , particularly my emphasis on material culture , would fit in well with the interdisciplinary nature of your English department ."
ABC.train.gold.bea19_025206,"I am therefore confident that my teaching experience , my skill in working with ESL and LD students , and my research interests all make me an excellent candidate for the assistant professor of English position at ABC College .","I am therefore confident that my teaching experience , my skill in working with ESL and LD students , and my research interests all make me an excellent candidate for the assistant professor of English position at ABC College ."
ABC.train.gold.bea19_025207,I have attached my curriculum vitae and the two requested sample publications .,I have attached my curriculum vitae and the two requested sample publications .
ABC.train.gold.bea19_025208,"I would be happy to send you any additional materials such as letters of reference , teaching evaluations , and past and proposed course syllabi . I will be available to meet with you at either the MLA or C19 conference , or anywhere else at your convenience .","I would be happy to send you any additional materials such as letters of reference , teaching evaluations , and past and proposed course syllabi . I will be available to meet with you at either the MLA or C19 conference , or anywhere else at your convenience ."
ABC.train.gold.bea19_025209,Thank you so much for your consideration ; I look forward to hearing from you .,Thank you so much for your consideration ; I look forward to hearing from you .
ABC.train.gold.bea19_025210,"Not so long ago I watched film called "" 47 Ronin "" .","Not so long ago , I watched film called "" 47 Ronin "" ."
ABC.train.gold.bea19_025211,"The action takes place in Japan , in times of samurais and witches .","The action takes place in Japan , in the time of samurais and witches ."
ABC.train.gold.bea19_025212,"The main hero is a mysterious stranger , betrayed by everyone , sold into slavery , chosen by fate to administer revenge , will become one of 47 warriors that defy death .","The main hero is a mysterious stranger , betrayed by everyone , sold into slavery , chosen by fate to exact revenge , who will become one of 47 warriors that defy death ."
ABC.train.gold.bea19_025213,Appearing from another world he will rise up against the darkness to protect his forbidden love .,"Appearing from another world , he will rise up against the darkness to protect his forbidden love ."
ABC.train.gold.bea19_025214,"I liked this film because of many things , but most of all I liked the costumes .","I liked this film because of many things , but most of all I liked the costumes ."
ABC.train.gold.bea19_025215,"They were very different and very colorful , but at the same time corresponded with the time period of the film .","They were very different and very colorful , but at the same time corresponded with the time period of the film ."
ABC.train.gold.bea19_025216,"With this film , I was able to get a clear idea about traditions and customs of that time .","With this film , I was able to get a clear idea about traditions and customs of that time ."
ABC.train.gold.bea19_025217,I also liked the plot built on a base of a Japanese legend .,I also liked the plot built on the basis of a Japanese legend .
ABC.train.gold.bea19_025218,And I just could n't forget to mention beautiful decorations and realistic special effects .,And I just ca n't forget to mention the beautiful scenery and realistic special effects .
ABC.train.gold.bea19_025219,"I think other people will like it as much as I did , because it is a very interesting and exciting story about true love that lives through time and space , and about real friendship and loyalty .","I think other people will like it as much as I did , because it is a very interesting and exciting story about true love that lives through time and space , and about real friendship and loyalty ."
ABC.train.gold.bea19_025220,A transportation vehicle that has changed people 's live .,A transportation vehicle that has changed people 's lives .
ABC.train.gold.bea19_025221,That transportation exerts a far - reaching influence on people 's daily routines and lifestyle is true .,That transportation exerts a far - reaching influence on people 's daily routines and lifestyle is true .
ABC.train.gold.bea19_025222,"Not only that , what prides itself as the most influential vehicle - as most public recognized - is the automobile .","Not only that , what prides itself as the most influential vehicle - as most people recognize - is the automobile ."
ABC.train.gold.bea19_025223,"There are people who have never ridden a bicycle , and people who have never been on an airplane but it would be hard to find a person who has never been in a car .","There are people who have never ridden a bicycle , and people who have never been on an airplane , but it would be hard to find a person who has never been in a car ."
ABC.train.gold.bea19_025224,"It is generally believed that the invention of car leads to the dispersion of the population out of urban centers , to the growth of the suburbs .","It is generally believed that the invention of the car has led to the dispersion of the population out of urban centers , to the growth of the suburbs ."
ABC.train.gold.bea19_025225,"Prior to the automobile , is the horse and wagon life , it is not feasible for people to live far from their place of work .","Prior to the automobile , is the horse and wagon life , it was not feasible for people to live far from their place of work ."
ABC.train.gold.bea19_025226,"The growth of the suburbs changed the face of American society , bringing with it a whole different way of life .","The growth of the suburbs changed the face of American society , bringing with it a whole different way of life ."
ABC.train.gold.bea19_025227,"Moreover , it leads to an important expansion in commerce , resulting in the growth of the ubiquitous shopping malls , department stores , serving as a powerful pull to tourism .","Moreover , it has led to an important expansion in commerce , resulting in the growth of the ubiquitous shopping malls , department stores , serving as a powerful pull for tourism ."
ABC.train.gold.bea19_025228,"What greatly increased mobility leads to significant changes , additionally , lies in various lifestyles .","What greatly increased mobility leads to significant changes , additionally , lies in various lifestyles ."
ABC.train.gold.bea19_025229,"Being able to live far from one 's workplace , people could travel far and wide for pleasure and indulge themselves in a remarkable trip .","Being able to live far from one 's workplace , people can travel far and wide for pleasure and indulge themselves in a remarkable trip ."
ABC.train.gold.bea19_025230,"It may be for a day , a week , or a period of time .","It may be for a day , a week , or a longer period of time ."
ABC.train.gold.bea19_025231,"In the urban city , the car is by far the most common mode of transportation and has greatly impacted the growth of the tourist industry .","In the urban city , the car is by far the most common mode of transportation and has greatly impacted on the growth of the tourist industry ."
ABC.train.gold.bea19_025232,We are beginning to see people in countries with cars going out of the city on weekends and holidays .,We are beginning to see people in countries with cars going out of the city on weekends and holidays .
ABC.train.gold.bea19_025233,"Though being good enough , yet the growth of population and mobility do not tell the whole story .","Though good enough , the growth of the population and mobility do not tell the whole story ."
ABC.train.gold.bea19_025234,This powerful vehicle is counted vital for another reason : being an indispensable factor in many aspects .,This powerful vehicle is considered vital for another reason : being an indispensable factor in many respects .
ABC.train.gold.bea19_025235,"It is the key that supports many industrial fields , such as steel , machinery , plastic .","It is the key that supports many industrial fields , such as steel , machinery , plastics ."
ABC.train.gold.bea19_025236,The whole business success would not have met perfection without the help of transportation to distribute their materials and commodities well .,The whole business success would not have reached perfection without the help of transportation to distribute their materials and commodities well .
ABC.train.gold.bea19_025237,"Last but not least , the booming prosperity often parallels the numbers of job in the city .","Last but not least , the booming prosperity often parallels the numbers of job in the city ."
ABC.train.gold.bea19_025238,"Although other forms of transportation may be more comfortable , none has changed the way we do business and live our lives more than the car .","Although other forms of transportation may be more comfortable , none has changed the way we do business and live our lives more than the car ."
ABC.train.gold.bea19_025239,"Thanks to the speed , excitement , and convenience of the cars , our lives are enriched .","Thanks to the speed , excitement , and convenience of cars , our lives are enriched ."
ABC.train.gold.bea19_025240,Travelling to Japan through food !,Travelling to Japan through food !
ABC.train.gold.bea19_025241,The newest Japanese restaurant in town - Ohana restaurant is the place to be on a Friday night .,The newest Japanese restaurant in town - Ohana restaurant - is the place to be on a Friday night .
ABC.train.gold.bea19_025242,Its atmosphere is that of an old Buddhist temple situated on a mountain somewhere in Japan .,Its atmosphere is that of an old Buddhist temple situated on a mountain somewhere in Japan .
ABC.train.gold.bea19_025243,"The staff 's clothes are beautifully coloured and believe it or not , all of them are Japanese and can speak English fluently .","The staff 's clothes are beautifully coloured and , believe it or not , all of them are Japanese and can speak English fluently ."
ABC.train.gold.bea19_025244,"The moment you pass the huge wooden doors , the music sets you back in Meiji Era and you feel like you are about to meet a very important samurai .","The moment you go through the huge wooden doors , the music sets you back into the Meiji Era and you feel like you are about to meet a very important samurai ."
ABC.train.gold.bea19_025245,What made it a success was the menu and the wide variety of Japanese food .,What made it a success was the menu and the wide variety of Japanese food .
ABC.train.gold.bea19_025246,What I particularly appreciated was that you can sit around the chefs and watch them prepare the food .,What I particularly appreciated was that you can sit around the chefs and watch them prepare the food .
ABC.train.gold.bea19_025247,It 's really delicious !,It 's really delicious !
ABC.train.gold.bea19_025248,"Unfortunately , the music was a bit too loud for my taste .","Unfortunately , the music was a bit too loud for my taste ."
ABC.train.gold.bea19_025249,"After eight o'clock , a professional band of musicians start playing traditional Japanese music and it can be a bit loud .","After eight o'clock , a professional band of musicians start playing traditional Japanese music and it can be a bit loud ."
ABC.train.gold.bea19_025250,They need to focus on that a bit more .,They need to focus on that a bit more .
ABC.train.gold.bea19_025251,"However , overall I think that this new restaurant has the potential of becoming very popular in a short time due to the food and the great atmosphere .","However , overall I think that this new restaurant has the potential of becoming very popular in a short time due to the food and the great atmosphere ."
ABC.train.gold.bea19_025252,The staff is also very friendly .,The staff is also very friendly .
ABC.train.gold.bea19_025253,You really should go and try this amazing restaurant at the first opportunity .,You really should go and try this amazing restaurant at the first opportunity .
ABC.train.gold.bea19_025254,I fully intend to go the next time I have the chance and try the Hokkaido Natto .,I fully intend to go the next time I have the chance and try the Hokkaido Natto .
ABC.train.gold.bea19_025255,JOb and social life both play important roles to put people 's lives together .,Work and social life both play important roles in putting people 's lives together .
ABC.train.gold.bea19_025256,"Some people tend to think that their jobs have more effect on their happiness , while others seem to believe that their social life has more of an influence .","Some people tend to think that their jobs have more effect on their happiness , while others seem to believe that their social life has more of an influence ."
ABC.train.gold.bea19_025257,"In my opinion , my social interaction balances my life more than does my working experience .","In my opinion , my social interaction balances my life more than my working experience does ."
ABC.train.gold.bea19_025258,"As a result , I believe that my social life has more of an effect on my happiness .","As a result , I believe that my social life has more of an effect on my happiness ."
ABC.train.gold.bea19_025259,There are several reasons to support my position .,There are several reasons to support my position .
ABC.train.gold.bea19_025260,"First of all , family and friends whom we love always offer their support to comfort us .","First of all , family and friends whom we love always offer their support to comfort us ."
ABC.train.gold.bea19_025261,"With the increasing competition in the workplace , people bear more and more stress .","With the increasing competition in the workplace , people bear more and more stress ."
ABC.train.gold.bea19_025262,The companionship of our loved people is always the best solution to release our pressure .,The companionship of our loved ones is always the best solution to release our pressure .
ABC.train.gold.bea19_025263,"For example , every day it seems that an extremely tight deadline is always chasing after me , and makes me breathless .","For example , every day it seems that an extremely tight deadline is always chasing after me and making me breathless ."
ABC.train.gold.bea19_025264,"Meanwhile , I always feel exhausted and barely have any energy to talk with anyone after a long day from the work .","Meanwhile , I always feel exhausted and barely have any energy to talk with anyone after a long day at work ."
ABC.train.gold.bea19_025265,"However , I always can recover my energy after having a little nice chat with my family or friends .","However , I can always recover my energy after having a nice little chat with my family or friends ."
ABC.train.gold.bea19_025266,"Therefore , the happiness brought from my social connections helps to alleviate the stress related to work .","Therefore , the happiness derived from my social connections helps to alleviate the stress related to work ."
ABC.train.gold.bea19_025267,"In addition , attending social activities widens my life 's experiences wholesomely .","In addition , attending social activities widens my life 's experiences wholesomely ."
ABC.train.gold.bea19_025268,Take my yoga class for example .,"Take my yoga class , for example ."
ABC.train.gold.bea19_025269,"Since I joined the yoga studio , I have made a lot of new friends .","Since I joined the yoga studio , I have made a lot of new friends ."
ABC.train.gold.bea19_025270,"Besides yoga , most of them also have numerous other interests , like hiking , jogging , and baking .","Besides yoga , most of them also have numerous other interests , like hiking , jogging , and baking ."
ABC.train.gold.bea19_025271,"Meanwhile , they are friendly and willing to share their knowledge with me .","Meanwhile , they are friendly and willing to share their knowledge with me ."
ABC.train.gold.bea19_025272,Both learning new knowledge and making new friends make me feel delighted .,Both acquiring new knowledge and making new friends make me feel happy .
ABC.train.gold.bea19_025273,"Therefore , an active social life not only benefits my mental health but also keep me in a good mood .","Therefore , an active social life not only benefits my mental health but also keeps me in a good mood ."
ABC.train.gold.bea19_025274,"Lastly , some people may think that co - workers naturally melt into our social life since we spend so much time in the workplace .","Lastly , some people may think that co - workers naturally melt into our social life , since we spend so much time in the workplace ."
ABC.train.gold.bea19_025275,This might suggest that being surrounded by people at work with whom we need to socialize would have more of an effect on our emotions .,This might suggest that being surrounded by people at work with whom we need to socialize would have more of an effect on our emotions .
ABC.train.gold.bea19_025276,"However , most of the time people keep a good relationship with their co - workers in order to accomplish their common task harmoniously .","However , most of the time , people maintain a good relationship with their co - workers in order to accomplish their common task harmoniously ."
ABC.train.gold.bea19_025277,"On the other hand , people are willing to discuss serious matters with their family and friends because of their shared bond of trust .","On the other hand , people are willing to discuss serious matters with their family and friends because of their shared bond of trust ."
ABC.train.gold.bea19_025278,"For example , we talk about something trivial , such as gripes , and gossip , with our colleagues .","For example , we talk about something trivial , such as gripes and gossip , with our colleagues ."
ABC.train.gold.bea19_025279,"Conversely , we share our deepest worries and problems with our close family and friends because we are not afraid of exposing our weakness to those people whom we trust .","Conversely , we share our deepest worries and problems with our close family and friends because we are not afraid of exposing our weakness to those people whom we trust ."
ABC.train.gold.bea19_025280,"At the same time , we will also pay more attention to the people whom we love .","At the same time , we will also pay more attention to the people whom we love ."
ABC.train.gold.bea19_025281,"Therefore , the more deeply our emotions interact , the more tremendously our happiness is influenced .","Therefore , the more deeply our emotions interact , the more greatly our happiness is influenced ."
ABC.train.gold.bea19_025282,"In conclusion , because of intimate support , growth in life experiences , and emotional interaction , I agree with the statement that the social life has more of an effect on my happiness than does my occupation .","In conclusion , because of intimate support , growth in life experiences , and emotional interaction , I agree with the statement that my social life has more of an effect on my happiness than my occupation does ."
ABC.train.gold.bea19_025283,"In other words , even though I can get temporary happiness from accomplishing a work task or gaining a compliment from my co - workers , personally I think I obtain more permanent enjoyment and satisfaction from engaging and interacting with the people that I love .","In other words , even though I can get temporary happiness from accomplishing a work task or gaining a compliment from my co - workers , personally , I think I obtain more permanent enjoyment and satisfaction from engaging and interacting with the people that I love ."
ABC.train.gold.bea19_025284,"As a result , I believe that my social life influences my personal happiness more than does my job .","As a result , I believe that my social life influences my personal happiness more than my job does ."
ABC.train.gold.bea19_025285,A balancing act,A balancing act
ABC.train.gold.bea19_025286,The doorbell rang .,The doorbell rang .
ABC.train.gold.bea19_025287,"When I opened the door imagine my surprise ... There was a large box standing in front of the door , addressed to me , while I had never received packages before !","When I opened the door , imagine my surprise ... There was a large box standing in front of the door , addressed to me , and I had never received packages before !"
ABC.train.gold.bea19_025288,"The only post ever sent to me was an anniversary card , sent by my grandmother before she passed away .","The only post ever sent to me was a birthday card , sent by my grandmother before she passed away ."
ABC.train.gold.bea19_025289,"Still a bit surprised , I grabbed the box up , which proved to be no picnic , as it felt as if it had been filled with rocks .","Still a bit surprised , I grabbed the box , which proved to be no picnic , as it felt as if it had been filled with rocks ."
ABC.train.gold.bea19_025290,"Nonetheless , I managed to remove the box from the ground and staggered through the doorway , in the direction of the living room .","Nonetheless , I managed to remove the box from the ground and staggered through the doorway , in the direction of the living room ."
ABC.train.gold.bea19_025291,"While walking , I paid all my attention to carrying the box .","While walking , I paid all my attention to carrying the box ."
ABC.train.gold.bea19_025292,If only I had looked a bit better where I placed my feet ...,If only I had looked a bit more carefully where I placed my feet ...
ABC.train.gold.bea19_025293,"Anyway , I did n't notice the skateboard which lay in front of my feet .","Anyway , I did n't notice the skateboard which lay in front of my feet ."
ABC.train.gold.bea19_025294,"When I stepped on it , I lost my balance and the box fell on the ground .","When I stepped on it , I lost my balance and the box fell on the ground ."
ABC.train.gold.bea19_025295,I heard the sound of breaking glass .,I heard the sound of breaking glass .
ABC.train.gold.bea19_025296,"Immediately , I opened the box and found a short letter , saying : "" Dear Jane , here 's the inheritance from your grandmother : her glass tea service ... ""","Immediately , I opened the box and found a short letter , saying : "" Dear Jane , here 's the inheritance from your grandmother : her glass tea service ... """
ABC.train.gold.bea19_025297,"There is no doubt that travelling by car is the most comfortable option , but claiming that public transport has no future is too much .","There is no doubt that travelling by car is the most comfortable option , but claiming that public transport has no future is too much ."
ABC.train.gold.bea19_025298,Many people use public transport on a daily basis .,Many people use public transport on a daily basis .
ABC.train.gold.bea19_025299,There are people who would n't be able to travel if it was n't for public transport .,There are people who would n't be able to travel if it was n't for public transport .
ABC.train.gold.bea19_025300,"Children and elders ca n't have a driving license , so if they need to go somewhere , using public transport is their only option .","Children and elderly people ca n't have a driving license , so if they need to go somewhere , using public transport is their only option ."
ABC.train.gold.bea19_025301,Travelling by car is also very detrimental for the environment .,Travelling by car is also very detrimental to the environment .
ABC.train.gold.bea19_025302,"In big cities , the air is very polluted because there are too many cars . Travelling by public transport lowers the impact on the environment , something that most people are aware of , but still they prefer to use their own vehicle .","In big cities , the air is very polluted because there are too many cars . Travelling by public transport reduces the impact on the environment , something that most people are aware of , but still they prefer to use their own vehicle ."
ABC.train.gold.bea19_025303,"Using public transport can also save time , since you do n't have to spend time looking for a place to park your car .","Using public transport can also save time , since you do n't have to spend time looking for a place to park your car ."
ABC.train.gold.bea19_025304,I definitely think that public transport will continue to be very important in the future .,I definitely think that public transport will continue to be very important in the future .
ABC.train.gold.bea19_025305,"In general , shopping is associated with something pleasant , but unfortunately this is not always true .","In general , shopping is associated with something pleasant , but unfortunately this is not always true ."
