sentence_id,source,reference
B.train.gold.bea19_006332,It is performed one after the other according to their age groups .,It is done one after the other according to their age groups .
A.train.gold.bea19_009710,"When we went to Sun Moon Lake by cable car , wind is so strong!I felt a little nervous though the scenery amazing .","When we went to Sun Moon Lake by cable car , the wind was so strong ! I felt a little nervous though the scenery was amazing ."
C.dev.gold.bea19_000976,Along the course I had to accomplish some writing assignments and submit them to be evaluated by my peers .,During the course I had to accomplish some writing assignments and submit them to be evaluated by my peers .
C.train.gold.bea19_004562,"Establishing English as the new worldwide spoken language might be a favourable example since English is already spoken by more than 300 million native speakers and therefore the third most spoken language in the world , according to Ethnologue .","Establishing English as the new worldwide spoken language might be a good example since English is already spoken by more than 300 million native speakers and , therefore , the third most spoken language in the world , according to Ethnologue ."
C.train.gold.bea19_003402,She did not want to remember anything further on that night .,She did not want to remember anything further on that night .
ABC.train.gold.bea19_003657,"I am good at speaking and listening sections but not confident at writing , especially essay I 've never learnt in my life so I want to focus on this writhing part more than others .","I am good at speaking and listening but not confident at writing , especially essay writing . I 've never studied writing in my life , so I want to focus on this writing part more than others ."
A.train.gold.bea19_005175,Some people used to do cycling as relaxing .,Some people usually do cycling for relaxation .
C.train.gold.bea19_009083,"Their scenes are repeatedly stolen , though , by the real stars of the show , the officers who are under suspicion of corruption : Lennie James ( DCI Tony Gates ) in the first season , and Keeley Hawes ( DI Lindsay Denton ) in the second one .","Their scenes are repeatedly stolen , though , by the real stars of the show , the officers who are under suspicion of corruption : Lennie James ( DCI Tony Gates ) in the first season , and Keeley Hawes ( DI Lindsay Denton ) in the second one ."
ABC.train.gold.bea19_009890,"The lifestyle , technological material and the design of cars and houses keep changing annually .","The lifestyle , technological equipment and the design of cars and houses keep changing annually ."
ABC.train.gold.bea19_025866,Elena could n't be happier with the situation .,Elena could n't have been happier with the situation .
A.train.gold.bea19_005394,There was so many trendy clothes in attractive prices .,There were so many trendy clothes at attractive prices .
B.train.gold.bea19_004827,Sometimes in everyday life they are not even interesting in terms of character and appearance .,"Sometimes , in everyday life , they are not even interesting in terms of character and appearance ."
ABC.train.gold.bea19_032498,"Spring is a good season because it is between winter and summer , temperatures are not too cold and not to hot .","Spring is a good season because it is between winter and summer , temperatures are not too cold and not too hot ."
C.train.gold.bea19_006740,It 's also true that more people have cars than maybe 30 of 40 years ago .,It 's also true that more people have cars than maybe 30 or 40 years ago .
ABC.train.gold.bea19_034031,Cyber - bullying ( using electronic means to harm others ),Cyber - bullying ( using electronic means to harm others )
B.train.gold.bea19_004072,"Also , I think I would be a good person for the job because I like the Nature , I could teach them a lot of things about the Geology , a camp is perfect to introduce at the boys and girls in the stones and minerals .","Also , I think I would be a good person for the job because I like nature . I could teach them a lot of things about Geology , a camp is perfect for introducing the boys and girls to stones and minerals ."
ABC.train.gold.bea19_024567,It is perhaps the majority nowadays who find change refreshing because of the new opportunities it holds out and the possibilities of getting on professionally and socially .,It is perhaps the majority nowadays who find change refreshing because of the new opportunities it holds out and the possibilities of getting on professionally and socially .
ABC.train.gold.bea19_025698,"Chinese , as a language course , is concerned with encoding and decoding .","Chinese , as a language course , is concerned with encoding and decoding ."
ABC.train.gold.bea19_013856,"They just ca n't stop watching television , because there 's just so much what they like to watch .","They just ca n't stop watching television , because there 's just so much that they like to watch ."
ABC.train.gold.bea19_031480,Two perfect stigmas for a man and a woman in general .,Two perfect stigmas for a man and a woman in general .
ABC.train.gold.bea19_025089,"It is more likely that adults would , use their profile pictures as a way of casually showing themselves , their family , find new clients for their jobs or possibly a recent trip they took .","It is more likely that adults would use their profile pictures as a way of casually showing themselves , their family , find new clients for their jobs or possibly a recent trip they took ."
ABC.train.gold.bea19_007470,"I can work really hard if its needed and am very energetic , so I think and hope I am the suitable person for the job and I would really enjoy the job and look after children .","I can work really hard if it 's needed and am very energetic , so I think and hope I am a suitable person for the job and I would really enjoy the job and looking after children ."
ABCN.dev.gold.bea19_000526,Unfortunately when we say to somebody to do not draw the walls but they do not hear us .,"Unfortunately , when we tell somebody not to draw on the walls , they do not hear us ."
ABC.train.gold.bea19_032375,To conclude Scout is a smart girl with two sides .,"To conclude , Scout is a smart girl with two sides ."
ABC.train.gold.bea19_020393,Music is a special world .,Music is a special world .
C.train.gold.bea19_002483,She had just got the job and she wanted to show what her skills were .,She had just got the job and she wanted to show what her skills were .
ABC.train.gold.bea19_027147,"However , they will talk or build a relationship based on what they see their parents doing with other people .","However , they will talk or build a relationship based on what they see their parents doing with other people ."
ABC.train.gold.bea19_029845,"i find watching TV programmes in English and reading increase my exposure to new words , and help me recycle words I know in new contexts .","I find watching TV programmes in English and reading increase my exposure to new words , and help me recycle words I know in new contexts ."
ABC.train.gold.bea19_007104,"When I live in university , my life has become change a lot of .","Now that I live at university , my life has changed a lot ."
ABC.train.gold.bea19_001798,They provide all sorts of funny local gadgets .,They provide all sorts of funny local gadgets .
ABC.train.gold.bea19_000671,"the more sport you practise the better you feel , indeed , your mood would not be blue anymore and your body will be thin and gorgeous .","The more sport you do , the better you feel . Indeed , your mood will not be blue anymore and your body will be thin and gorgeous ."
ABC.train.gold.bea19_028859,"In other words , it must be more affordable than driving to work every day .","In other words , it must be more affordable than driving to work every day ."
ABC.train.gold.bea19_006819,"Now , It is holidays and we need or we want to meet the places around the country .",Now it is the holidays and we need or we want to visit places around the country .
B.train.gold.bea19_001958,It is a great and famous sightseeing place and it also is an important place of Japanese culture .,It is a great and famous sightseeing place and it is also an important place for Japanese culture .
ABC.train.gold.bea19_010837,"Which meant some of fish were damaged thanks to the revolution , which also meant that while they were reproducing , the genes of the baby were changed .","This meant some fish were damaged thanks to the revolution , which also meant that , while they were reproducing , the genes of the baby were changed ."
A.train.gold.bea19_010153,I really enjoy playing it because it 's very exciting because everything could happens .,I really enjoy playing it because it 's very exciting because anything could happen .
B.train.gold.bea19_005605,I am a passionate reader in particular of thrillers and French poetry .,"I am a passionate reader , in particular of thrillers and French poetry ."
B.train.gold.bea19_001450,"There is also a good choice of food for vegetarians , so Mike and Ann will have not a problem to eat .","There is also a good choice of food for vegetarians , so Mike and Ann will not have a problem eating ."
A.train.gold.bea19_006943,"Though the road was wet and slippy , he rode his motorbike fast and skilfully , getting his way through the other cars and trucks .","Though the road was wet and slippy , he rode his motorbike fast and skilfully , making his way through the other cars and trucks ."
ABC.train.gold.bea19_025978,With car we are more independent than with public transport .,With a car we are more independent than with public transport .
ABCN.dev.gold.bea19_001688,Languages for the future,Languages for the future
ABC.train.gold.bea19_028782,"I once told a friend , "" You know ?","I once told a friend , "" You know ?"
B.train.gold.bea19_010481,cars :,Cars :
B.train.gold.bea19_004392,"Another good point of shopiing is fact , that it could be relaxing for some people .",Another good point of shopping is the fact that it could be relaxing for some people .
ABC.train.gold.bea19_033245,"When it comes to their jobs , people work on earth , like oldtimes .","When it comes to their jobs , people work on earth , like in the old days ."
A.train.gold.bea19_005330,We had a long love story .,We had a long love story .
C.train.gold.bea19_007190,"Further to our phone conversation of last week , I would like first to thank you for giving me this chance to talk to you , and following up on our discussion , please note that we have been approached by the purchasing department at the hospital to give them our maximum discount to secure the deal as a lot of brokers were quoting with a very competitive price which very close to our cost .","Further to our phone conversation of last week , I would first like to thank you for giving me this chance to talk to you , and following up on our discussion , please note that we have been approached by the purchasing department at the hospital to give them our maximum discount to secure the deal as a lot of brokers were quoting with a very competitive price which was very close to our cost ."
B.train.gold.bea19_009540,I 'm 18 years old and I 'm a final year secondary school student .,I 'm 18 years old and I 'm a final year secondary school student .
ABC.train.gold.bea19_016894,"On observation they are getting some help from their neighbors , however they are having problem keeping up their household routine .","On observation , they are getting some help from their neighbors . However , they are having problems keeping up their household routine ."
ABC.train.gold.bea19_000791,How many times are you going to shop for some snacks ?,How many times do you go shopping for some snacks ?
B.train.gold.bea19_002543,And do you have to like your clothes or someone else ?,And do you have to like your clothes or someone else 's ?
ABC.train.gold.bea19_015602,I would recommend this book to the people of all ages because it has something for everyone .,"I would recommend this book to people of all ages , because it has something for everyone ."
ABC.train.gold.bea19_001720,compilation of wedding arrangements and bouquets,compilation of wedding arrangements and bouquets
C.train.gold.bea19_003431,"As my CV indicates , I possess a significant and progressive experience in the field of transportation logistics , organisation of people as well as equipment , analysing and optimising the transportation costs in both domestic and international transport etc .","As my CV indicates , I possess a significant and progressive experience in the field of transportation logistics , organisation of people as well as equipment , analysing and optimising the transportation costs in both domestic and international transport etc ."
ABCN.dev.gold.bea19_000125,"One of the greatest achievements of new computing , is the internet , where you can connect to other computers , download stuff , etc . via Ethernet cable or Wireless Connection ( Wi - Fi ) .","One of the greatest achievements of new computing is the internet , where you can connect to other computers , download stuff , etc . via Ethernet cable or Wireless Connection ( Wi - Fi ) ."
ABC.train.gold.bea19_012163,"yesterday , I watched a science fiction movie called blade runner .","Yesterday , I watched a science fiction movie called Blade Runner ."
ABC.train.gold.bea19_004914,"Such as visiting museum , seeing touching movies , doing exercises and so on .","Such as visiting museums , seeing touching movies , doing exercise and so on ."
B.train.gold.bea19_011259,The biggest one in the countrey is in the cty where I live threfore you 'll have a place to stay and for free .,"The biggest one in the country is in the city where I live , so you 'll have a place to stay , and for free ."
C.train.gold.bea19_000033,Nobody wants to dismiss the importance of television and its achievements .,Nobody wants to dismiss the importance of television and its achievements .
C.train.gold.bea19_009702,As a main dish you can choose anything from pasta to pizza of all kinds ( even chocolate ) .,As a main dish you can choose anything from pasta to pizza of all kinds ( even chocolate ) .
B.train.gold.bea19_004880,Really Happy .,Really Happy .
B.train.gold.bea19_012487,"She prefer books , quiet places and that kind of thing , boring for elite in our school .","She preferred books , quiet places and that kind of thing , which was boring to the elite in our school ."
ABC.train.gold.bea19_027175,Refresh your soul by getting involved in their special moments and get ready to make a change in your own life .,Refresh your soul by getting involved in their special moments and get ready to make a change in your own life .
C.train.gold.bea19_003886,Everyone in the house was so excited about it but not Michael .,"Everyone in the house was so excited about it , but not Michael ."
B.train.gold.bea19_007864,"The film descrives how the love that a mother can give to her children can easlily turn into an obsession.however,what makes this film so special is that that pretends to be a typical horror movie but at its final scene there is a suddenly change wich turn it more interesting .","The film describes how the love that a mother can give to her children can easily turn into an obsession . However , what makes this film so special is that it pretends to be a typical horror movie , but in its final scene , there is a sudden change which makes it more interesting ."
ABC.train.gold.bea19_024768,"The square is also home to Lenin 's tomb , a granite mausoleum to the revered founder of Socialism .","The square is also home to Lenin 's tomb , a granite mausoleum to the revered founder of Socialism ."
ABC.train.gold.bea19_009892,Changing is a natural habitat that makes the life more enjoyable to us .,Changing is a natural habit that makes life more enjoyable for us .
A.train.gold.bea19_009028,Public transport ca n't help when one has to travel suddenly or to go somewhere where it does n't pass through .,Public transport ca n't help when one has to travel suddenly or to go somewhere that it does n't pass through .
C.train.gold.bea19_007616,"I have written many poems , few articles and even a few stories .","I have written many poems , a few articles and even a few stories ."
ABCN.dev.gold.bea19_002735,Another advantage is that developing natural gas industry equals new jobs what is profitable for people living in whereabouts .,"Another advantage is that a developing natural gas industry equals new jobs , which is profitable for people living in the area ."
ABC.train.gold.bea19_033598,"In my mind , holidays are essentially about being comfortable , staying in your element and simply enjoying your time off and not about creating uncomfortable situations if that might be the outcome of trying new things .","In my opinion , holidays are essentially about being comfortable , staying in your element and simply enjoying your time off and not about creating uncomfortable situations if that might be the outcome of trying new things ."
B.train.gold.bea19_006075,"Because I had decided to take my exam in June , it was absolutely necessary to join an English preparation course as soon as possible .","Because I had decided to take my exam in June , it was absolutely necessary to enrol in an English preparation course as soon as possible ."
C.train.gold.bea19_001125,She never stops .,She never stops .
C.train.gold.bea19_006000,"Our pupils have to sit for many hours a day , and they find it hard to sit still and to be silent .","Our pupils have to sit for many hours a day , and they find it hard to sit still and to be silent ."
ABC.train.gold.bea19_007414,I am interested in the work .,I am interested in the work .
A.train.gold.bea19_000090,We stayed in Zacatecas like a week we really had a good time .,We stayed in Zacatecas for a week . We really had a good time .
B.train.gold.bea19_011650,"Although it is true that shopping might not be a very interesting topic , it must be stated that it is necessary .","Although it is true that shopping might not be a very interesting topic , it must be stated that it is necessary ."
B.train.gold.bea19_010925,My typical evening out is going to Anec Blau and after that I go to the cinema to watch a comedy film or go for a walk with friends .,"My typical evening out is going to Anec Blau and , after that , I go to the cinema to watch a comedy film or go for a walk with friends ."
A.train.gold.bea19_002471,INTRODUCTION,INTRODUCTION
ABC.train.gold.bea19_022008,"Fuji is very beautiful , so it has been the subject of countless works of art such as the ' Thirty - six Views of Mt. Fuji ' , a series of "" ukiyo - e "" paintings by Hokusai .","Fuji is very beautiful , so it has been the subject of countless works of art , such as the ' Thirty - six Views of Mt. Fuji ' , a series of "" ukiyo - e "" paintings by Hokusai ."
ABC.train.gold.bea19_008089,"I woke up 5H00 o'clock in the morning ,",I wake up at 5 o'clock in the morning .
ABCN.dev.gold.bea19_002067,They believe that it is useless thing for our generation .,They believe that it is a useless thing for our generation .
A.train.gold.bea19_001655,Micheal did not know what think .,Micheal did not know what to think .
ABC.train.gold.bea19_010469,"I think I am good at dealing with people , particularly in the food .","I think I am good at dealing with people , particularly in the food sector ."
ABC.train.gold.bea19_028155,"For example , a close relationship or a serious illness make us look at the world around us through different eyes , and also they let us grow into more interesting and nicer human beings .","For example , a close relationship or a serious illness makes us look at the world around us through different eyes , and they also let us grow into more interesting and nicer human beings ."
A.train.gold.bea19_002273,It 's a very difficult decision for me too .,It 's a very difficult decision for me too .
C.train.gold.bea19_004454,"If the individual stumbles , whether figuratively or literally , speculation about him will end up on TV , on the Internet or the front page of the tabloids .","If the individual stumbles , whether figuratively or literally , speculation about him will end up on TV , on the Internet or on the front page of the tabloids ."
ABC.train.gold.bea19_026165,The wrong choice can lead to a big mistake that can influence on our life and people around us .,The wrong choice can lead to a big mistake that can influence our life and people around us .
ABC.train.gold.bea19_021380,"In conclusion , you do n't have to do a lot of effort to have a healthy lifestyle and there are plenty of benefits from it .","In conclusion , you do n't have to make a lot of effort to have a healthy lifestyle and there are plenty of benefits from it ."
B.train.gold.bea19_008236,"Well , to start with , I 'd like to attend an intensive English course ; you know I 'm fond of foreign languages and keen on learning English as much as I can .","Well , to start with , I 'd like to attend an intensive English course ; you know I 'm fond of foreign languages and keen on learning English as much as I can ."
B.dev.gold.bea19_001240,"My school is really easy to find , go straight ahead onto Aljameah street then turn right beside the farce of KAU university , after getting down from the bridge you 'll find the school on your right .","My school is really easy to find . Go straight ahead onto Aljameah Street , then turn right beside the farce of KAU University . After getting off the bridge , you 'll find the school on your right ."
ABC.train.gold.bea19_003830,I apologise to you .,I apologise .
ABC.train.gold.bea19_007268,When I finished my studies I will stay a long hours with children .,When I finish my studies I will spend long hours with children .
ABC.train.gold.bea19_010847,"After walking for a lot of days , the ' survivors ' were worried , and thinking of how much they would still need to walk to find a city , also they were thinking that maybe they were going forward one day and backwards the next day .","After walking for many days , the ' survivors ' were worried , and thinking about how much they would still need to walk to find a city . Also they were thinking that maybe they were going forward one day and backwards the next day ."
B.train.gold.bea19_001628,"The purpose of this report is to evaluate the range of options available for many twenty - somethings in order to choose their housing system in my country , as well as the main obstacles they face with each one .","The purpose of this report is to evaluate the range of options available for many twenty - somethings in order to choose their housing in my country , as well as the main obstacles they face with each one ."
B.train.gold.bea19_010662,"The last year , the mayor changed the old buses by new buses without increase the prices .","Last year , the mayor changed the old buses for new buses without increasing the prices ."
ABC.train.gold.bea19_019233,The first partial tests were going to be soon .,The first partial tests were going to be soon .
ABC.train.gold.bea19_018731,What about lookig for colleges which offer Wi - fi Internet connection and a proper meal at lunch ?,What about looking for colleges which offer Wi - fi Internet connection and a proper meal at lunch ?
B.dev.gold.bea19_001100,"Do you know that 75% of people in Mexico , does n't practice any type of exercise , this is a big problem to our society and is the problem number 1 of why Mexico is the country with more obese in the world .",Do you know that 75% of people in Mexico do n't do any type of exercise ? This is a big problem for our society and is the number 1 problem of why Mexico is the country with the most obese people in the world .
A.train.gold.bea19_006589,I do really thank my mother and all the members for paying the patient and exertion to me .Now we have great relationship with each other and treasure the happiness we get not so easy .,I do really thank my mother and all the members of my family for being patient and exertion to me . Now we have a great relationship with each other and treasure the happiness we have got not so easily .
B.train.gold.bea19_005632,"For example , when we staying at the queue , coming to the cash register and it appears that the price on the label is more expensive .","For example , when we stay in a queue , coming to the cash register and it transpires that the price on the label is more expensive ."
ABC.train.gold.bea19_014673,"For example during a foorball match if you wrong is n't too important because you have a team which can remedy , evin if ypu do nothing .","For example , during a football match , if you make a mistake it is n't too important because you have a team which can remedy it , even if you do nothing ."
B.train.gold.bea19_005118,"This organization taught us how to deal with children , and how to make their lives happier and more joyful .","This organization taught us how to deal with children , and how to make their lives happier and more joyful ."
A.dev.gold.bea19_000128,"As i did n't found nothing , i went to the place he live at and started to look for some information about his life and found people who he care about so as i continued to go to his houes i notice he will alays go to tehe same house so i decidec to follow him to the house and i foun out he was dating a girl she might be his girlfrien so i finally gota an idea , i would drive him crazy just as he did with me , that way she will think he had problems on his mind and left him , but son i thougt about it again and realized that if i did that she will try to help him and they will be more united , so i decided to drive them both crazy almost at the border of death , jus as he did with me !","As I did n't find anything , I went to the place where he lived and started to look for some information about his life and find people who he cared about . So as I continued to go to his house , I noticed he would always go to the same house , s I decided to follow him to the house and I found out he was dating a girl . She might be his girlfriend , so I finally got an idea . I would drive him crazy just as he did me . That way she would think he had problems with his mind and leave him . But soon i thought about it again and realized that if I did that she would try to help him and they will be more united , so I decided to drive them both crazy , almost to the brink of death , just as he did with me !"
B.train.gold.bea19_005608,"I am not a class act yet I try to do my best , so if I have to work in a team I am the mover and shaker of the group .","I am not a class act , yet I try to do my best , so if I have to work in a team I am the mover and shaker of the group ."
C.train.gold.bea19_007552,"Cheers ,","Cheers ,"
A.train.gold.bea19_002272,It was great to hear from you .,It was great to hear from you .
ABC.train.gold.bea19_025688,To my great astonishment I witnessed a completely different pattern of behaviour time and again .,"To my great astonishment , I witnessed a completely different pattern of behaviour time and again ."
ABC.train.gold.bea19_010660,I am looking forward to hearing from you in a few days .,I am looking forward to hearing from you in a few days .
ABC.train.gold.bea19_017590,"I promise you will not regret to come , everything here is wonderful and there are many places we can go to visit .","I promise you will not regret coming , everything here is wonderful and there are many places we can go to visit ."
ABC.train.gold.bea19_031939,"However , the attitude that I have is not very appropriate for entrepreneurship .","However , the attitude that I have is not very appropriate for entrepreneurship ."
ABC.train.gold.bea19_006577,This experience helped me a lot because I become much more responsible not only with these boys but also with my brothers and sister ( I had two brothers and one sister)and I have learned the meaning to work and receive money .,"This experience helped me a lot because I became much more responsible , not only with those boys , but also with my brothers and sister ( I have two brothers and one sister ) and I learned the meaning of working and earning money ."
ABC.train.gold.bea19_016524,The sun was shining and birds were singing .,The sun was shining and birds were singing .
ABCN.dev.gold.bea19_001616,"The terrible consequences , are caused by the humans ' unsatisfied heart .",These terrible consequences are caused by the humans ' unsatisfied hearts .
A.train.gold.bea19_006365,I was born in 1996 on the 31 of January .,I was born in 1996 on the 31st of January .
ABC.train.gold.bea19_015681,Despite everything they could take part to the competition .,"Despite everything , they could take part in the competition ."
ABC.train.gold.bea19_027620,The influence of the grown - ups : great or not so ?,The influence of grown - ups : great or not so great ?
A.train.gold.bea19_000931,"There are Padang Matsirat , Cable Car , Mahsuri Tomb , small islands , Duck tour , beaches , shopping centre and the most exciting is to buy chocolates .","There were Padang Matsirat , Cable Car , Mahsuri Tomb , small islands , Duck tour , beaches , shopping centre and , the most exciting thing was buying chocolates ."
ABCN.dev.gold.bea19_002488,The narrator describes her as woman that has earned a good reputation being aggressive with his little brother .,The narrator describes her as a woman that has earned a good reputation by being aggressive towards her little brother .
