condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
fewshot,gold,21,"With regards to traffic , travelling by public transport can also be quicker , as there is a bus lane and no traffic for tube .",24,24,M:DET,the,REQUIRED
fewshot,gold,23,I felt very afraid because I was not good at running .,2,3,R:ADV,really,REQUIRED
fewshot,gold,24,hello,0,1,R:ORTH,Hello,REQUIRED
fewshot,gold,25,She wondered who could make such a pleasant surprise .,4,5,R:VERB:TENSE,have made,REQUIRED
fewshot,gold,28,"I am not used to cook to this number of people but I am a hard worker and I am a fast learner , so I am certain that I will be in a great help for you this summer .",5,6,R:VERB:FORM,cooking,REQUIRED
fewshot,gold,28,"I am not used to cook to this number of people but I am a hard worker and I am a fast learner , so I am certain that I will be in a great help for you this summer .",6,7,R:PREP,for,REQUIRED
fewshot,gold,28,"I am not used to cook to this number of people but I am a hard worker and I am a fast learner , so I am certain that I will be in a great help for you this summer .",11,11,M:PUNCT,",",REQUIRED
fewshot,gold,28,"I am not used to cook to this number of people but I am a hard worker and I am a fast learner , so I am certain that I will be in a great help for you this summer .",32,33,U:PREP,,REQUIRED
fewshot,gold,28,"I am not used to cook to this number of people but I am a hard worker and I am a fast learner , so I am certain that I will be in a great help for you this summer .",36,37,R:PREP,to,REQUIRED
fewshot,gold,29,They are used to manage different technologies as television or computer .,4,5,R:VERB:FORM,managing,REQUIRED
fewshot,gold,29,They are used to manage different technologies as television or computer .,7,8,R:PREP,like,REQUIRED
fewshot,gold,29,They are used to manage different technologies as television or computer .,8,9,R:NOUN:NUM,televisions,REQUIRED
fewshot,gold,29,They are used to manage different technologies as television or computer .,10,11,R:NOUN:NUM,computers,REQUIRED
fewshot,gold,30,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,2,3,R:MORPH,terrorist,REQUIRED
fewshot,gold,30,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,3,4,R:SPELL,attacks,REQUIRED
fewshot,gold,30,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,4,5,R:VERB:SVA,was,REQUIRED
fewshot,gold,30,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,8,9,R:VERB:FORM,stepped,REQUIRED
fewshot,gold,30,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,10,10,M:PUNCT,",",REQUIRED
fewshot,gold,31,l wish l have come at weekends with my family and friends .,1,2,R:OTHER,hope,REQUIRED
fewshot,gold,31,l wish l have come at weekends with my family and friends .,3,4,R:VERB:TENSE,can,REQUIRED
fewshot,gold,31,l wish l have come at weekends with my family and friends .,4,5,R:VERB,go,REQUIRED
fewshot,gold,32,"The most people are travelling by their car , because the public transport was not convenient for people to use .",3,5,R:VERB:TENSE,travel,REQUIRED
fewshot,gold,32,"The most people are travelling by their car , because the public transport was not convenient for people to use .",6,7,U:DET,,REQUIRED
fewshot,gold,32,"The most people are travelling by their car , because the public transport was not convenient for people to use .",13,14,R:VERB:TENSE,is,REQUIRED
fewshot,gold,33,"On the other hand , if we do n't use public transport and every person use a car , pollution will increase a lot .",15,16,R:VERB:SVA,uses,REQUIRED
fewshot,gold,34,I 'm writing to you regarding of a letter I 've seen on my way home calling for candidates to fill a vacancy in your cafe staff .,6,7,U:PREP,,REQUIRED
fewshot,gold,34,I 'm writing to you regarding of a letter I 've seen on my way home calling for candidates to fill a vacancy in your cafe staff .,7,8,R:DET,an,REQUIRED
fewshot,gold,34,I 'm writing to you regarding of a letter I 've seen on my way home calling for candidates to fill a vacancy in your cafe staff .,8,9,R:NOUN,advertisement,REQUIRED
fewshot,gold,34,I 'm writing to you regarding of a letter I 've seen on my way home calling for candidates to fill a vacancy in your cafe staff .,10,12,R:VERB:TENSE,saw,REQUIRED
fewshot,gold,34,I 'm writing to you regarding of a letter I 've seen on my way home calling for candidates to fill a vacancy in your cafe staff .,23,24,R:PREP,on,REQUIRED
fewshot,gold,35,All my neighbors in the same way collected garbage .,3,3,M:OTHER,collect garbage,REQUIRED
fewshot,gold,35,All my neighbors in the same way collected garbage .,7,9,U:OTHER,,REQUIRED
fewshot,gold,38,We are used to driving a car and we do not notice how much damage we cause . We should start using new ways of transport as go by bike or by walking .,25,26,R:OTHER,"getting around , such",REQUIRED
fewshot,gold,38,We are used to driving a car and we do not notice how much damage we cause . We should start using new ways of transport as go by bike or by walking .,27,30,R:OTHER,cycling,REQUIRED
fewshot,gold,38,We are used to driving a car and we do not notice how much damage we cause . We should start using new ways of transport as go by bike or by walking .,31,32,U:PREP,,REQUIRED
fewshot,gold,40,"After this short description of myself I would just like to say that I have only heard good things about your summer camps from my relatives in the U.S. , so it would be my pleasure to work for you .",6,6,M:PUNCT,",",REQUIRED
fewshot,gold,41,"They are very happy with me , because my marks is good .",10,11,R:VERB:SVA,are,REQUIRED
fewshot,gold,43,People are not interested in physical exercise & healthy food instead they are very much interested in earning money .,10,11,M:PUNCT,. Instead,REQUIRED
fewshot,gold,43,People are not interested in physical exercise & healthy food instead they are very much interested in earning money .,14,15,U:ADV,,REQUIRED
fewshot,gold,45,"In addition , that software is created by nasty people that creates this virus to damage other people computers .",11,12,R:VERB:SVA,create,REQUIRED
fewshot,gold,45,"In addition , that software is created by nasty people that creates this virus to damage other people computers .",12,13,R:DET,these,REQUIRED
fewshot,gold,45,"In addition , that software is created by nasty people that creates this virus to damage other people computers .",13,14,R:NOUN:NUM,viruses,REQUIRED
fewshot,gold,45,"In addition , that software is created by nasty people that creates this virus to damage other people computers .",18,18,M:NOUN:POSS,'s,REQUIRED
fewshot,gold,46,Next year I 'll be a PHD .,7,7,M:NOUN,student,REQUIRED
fewshot,gold,47,my family is a nuclear family .,0,1,R:ORTH,My,REQUIRED
fewshot,gold,51,The consumers from traditional branch banking moving towards using electronic delivery channels like personal computer ( PC ) and mobile phones is the most fundamental changes .,1,2,R:NOUN,customers,REQUIRED
fewshot,gold,51,The consumers from traditional branch banking moving towards using electronic delivery channels like personal computer ( PC ) and mobile phones is the most fundamental changes .,14,15,R:NOUN:NUM,computers,REQUIRED
fewshot,gold,51,The consumers from traditional branch banking moving towards using electronic delivery channels like personal computer ( PC ) and mobile phones is the most fundamental changes .,25,26,R:NOUN:NUM,change,REQUIRED
fewshot,gold,53,"One of the most favorite books for me is , the power of your subconscious mind .",2,4,R:OTHER,my,REQUIRED
fewshot,gold,53,"One of the most favorite books for me is , the power of your subconscious mind .",6,8,U:OTHER,,REQUIRED
fewshot,gold,53,"One of the most favorite books for me is , the power of your subconscious mind .",9,11,U:PUNCT,The,REQUIRED
fewshot,gold,53,"One of the most favorite books for me is , the power of your subconscious mind .",11,12,R:ORTH,Power,REQUIRED
fewshot,gold,53,"One of the most favorite books for me is , the power of your subconscious mind .",13,15,R:ORTH,Your Subconscious,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,15,16,R:PRON,they,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,16,17,R:CONTR,'re,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,19,20,R:DET,a,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,21,22,R:PREP,for,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,24,25,R:PREP,in,REQUIRED
fewshot,gold,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,25,26,R:DET,their,REQUIRED
fewshot,gold,56,"So , I think advantages and disadvantages of TV mainly depend on the watching person .",4,4,M:DET,the,REQUIRED
fewshot,gold,56,"So , I think advantages and disadvantages of TV mainly depend on the watching person .",13,15,R:WO,person watching,REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",0,1,R:OTHER,"Finally , I",REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",2,3,R:VERB,say,REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",9,10,U:NOUN,,REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",19,19,M:NOUN,evolution,REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",22,23,U:NOUN,,REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",28,28,M:PUNCT,",",REQUIRED
fewshot,gold,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",37,37,M:PUNCT,",",REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",2,2,M:PUNCT,",",REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",12,13,R:PUNCT,.,REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",28,29,R:MORPH,other,REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",36,37,M:PUNCT,. And,REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",39,39,M:PUNCT,",",REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",43,45,U:OTHER,,REQUIRED
fewshot,gold,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",48,48,M:OTHER,for them,REQUIRED
fewshot,gold,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,9,9,M:PUNCT,",",REQUIRED
fewshot,gold,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,14,15,M:PUNCT,. If,REQUIRED
fewshot,gold,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,19,19,M:PUNCT,",",REQUIRED
fewshot,gold,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,25,27,R:VERB:TENSE,prepare,REQUIRED
fewshot,gold,63,Some people may think it seem to be a human rights that let the people to choose if they want to join the military .,5,8,R:VERB:FORM,is,REQUIRED
fewshot,gold,63,Some people may think it seem to be a human rights that let the people to choose if they want to join the military .,10,11,R:NOUN:NUM,right,REQUIRED
fewshot,gold,63,Some people may think it seem to be a human rights that let the people to choose if they want to join the military .,12,12,M:PRON,we,REQUIRED
fewshot,gold,63,Some people may think it seem to be a human rights that let the people to choose if they want to join the military .,13,14,U:DET,,REQUIRED
fewshot,gold,63,Some people may think it seem to be a human rights that let the people to choose if they want to join the military .,15,16,U:VERB:FORM,,REQUIRED
fewshot,gold,64,How much are the costs and how often will we have the course ?,12,13,R:NOUN,lessons,REQUIRED
fewshot,gold,66,Have you read any sport magazine before ?,4,5,R:NOUN:NUM,sports,REQUIRED
fewshot,gold,66,Have you read any sport magazine before ?,5,6,R:NOUN:NUM,magazines,REQUIRED
fewshot,gold,67,thank you very much,0,1,R:ORTH,Thank,REQUIRED
fewshot,gold,67,thank you very much,4,4,M:PUNCT,.,REQUIRED
fewshot,gold,69,And I used the English 'cause it would be more spoiled in Farsi .,3,4,U:DET,,REQUIRED
fewshot,gold,71,Home in the future may be more modern and safety .,0,1,R:NOUN:NUM,Homes,REQUIRED
fewshot,gold,71,Home in the future may be more modern and safety .,9,10,R:MORPH,safe,REQUIRED
fewshot,gold,73,I think in the future do n't exist public transport because we will drive their car .,5,6,R:OTHER,public transport wo,REQUIRED
fewshot,gold,73,I think in the future do n't exist public transport because we will drive their car .,8,10,U:OTHER,,REQUIRED
fewshot,gold,73,I think in the future do n't exist public transport because we will drive their car .,14,15,R:OTHER,our own,REQUIRED
fewshot,gold,74,"But in my case , it happen rarely .",6,7,R:VERB:SVA,happens,REQUIRED
fewshot,gold,75,"And then , the sheets are printed , operator should pay attention to the colour on both sides , special ink , and images slightly raised .",7,8,R:PUNCT,.,REQUIRED
fewshot,gold,75,"And then , the sheets are printed , operator should pay attention to the colour on both sides , special ink , and images slightly raised .",8,9,R:NOUN:NUM,Operators,REQUIRED
fewshot,gold,75,"And then , the sheets are printed , operator should pay attention to the colour on both sides , special ink , and images slightly raised .",9,10,R:VERB,have to,REQUIRED
fewshot,gold,75,"And then , the sheets are printed , operator should pay attention to the colour on both sides , special ink , and images slightly raised .",23,26,R:WO,slightly raised images,REQUIRED
fewshot,gold,77,"Well , I 'm sorry but , although I studied French when I was young , I have forgotten almost all .",20,21,R:PRON,everything,REQUIRED
fewshot,gold,79,"The computers will write what you think in , the mobiles will be smaller and less weight .",0,2,U:DET,Computers,REQUIRED
fewshot,gold,79,"The computers will write what you think in , the mobiles will be smaller and less weight .",7,8,U:PREP,,REQUIRED
fewshot,gold,79,"The computers will write what you think in , the mobiles will be smaller and less weight .",9,10,U:DET,,REQUIRED
fewshot,gold,79,"The computers will write what you think in , the mobiles will be smaller and less weight .",15,17,R:OTHER,lighter,REQUIRED
fewshot,gold,80,"Unfortunately , shopping also can bring displeasure .",3,5,R:WO,can also,REQUIRED
fewshot,gold,81,"Conversely , the Bronte sisters are influenced by the preceding Romantic works , and their novels contain Gothic elements such as ghosts and the dark ominous atmosphere .",23,24,R:DET,a,REQUIRED
fewshot,gold,82,"It was my boss , he told me : "" Go ahead ! , the project follows ! "" .",4,6,R:PUNCT,. He,REQUIRED
fewshot,gold,82,"It was my boss , he told me : "" Go ahead ! , the project follows ! "" .",16,17,R:VERB,continues,REQUIRED
fewshot,gold,83,Nowadays he has turned into another director .,1,1,M:PUNCT,",",REQUIRED
fewshot,gold,85,"On the other hand , I know that music is your passion , and in my opinion , you should n't give up music classes , when you 're stress it helps you to relaxes you .",25,27,R:PUNCT,. When,REQUIRED
fewshot,gold,85,"On the other hand , I know that music is your passion , and in my opinion , you should n't give up music classes , when you 're stress it helps you to relaxes you .",29,30,R:ADJ:FORM,stressed,REQUIRED
fewshot,gold,85,"On the other hand , I know that music is your passion , and in my opinion , you should n't give up music classes , when you 're stress it helps you to relaxes you .",34,35,R:MORPH,relax,REQUIRED
fewshot,gold,85,"On the other hand , I know that music is your passion , and in my opinion , you should n't give up music classes , when you 're stress it helps you to relaxes you .",35,36,U:PRON,,REQUIRED
fewshot,gold,86,"I am an Architect , I have 5 years of professional experience .",3,4,R:ORTH,architect,REQUIRED
fewshot,gold,86,"I am an Architect , I have 5 years of professional experience .",4,5,R:PUNCT,.,REQUIRED
fewshot,gold,88,"To begin with , Li Ren edition of the dream of the red chamber have 120 units .",4,4,M:DET,the,REQUIRED
fewshot,gold,88,"To begin with , Li Ren edition of the dream of the red chamber have 120 units .",8,10,R:ORTH,The Dream,REQUIRED
fewshot,gold,88,"To begin with , Li Ren edition of the dream of the red chamber have 120 units .",12,14,R:ORTH,Red Chamber,REQUIRED
fewshot,gold,88,"To begin with , Li Ren edition of the dream of the red chamber have 120 units .",14,15,R:VERB:SVA,has,REQUIRED
fewshot,gold,90,It 's a team gameplay where you have to start and stop like in aerobics .,4,5,R:NOUN,sport,REQUIRED
fewshot,gold,91,Let 's think about how we treated our mother of nature before .,9,10,U:PREP,,REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,1,3,R:OTHER,be,REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,3,4,R:MORPH,frank,REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,4,4,M:PUNCT,",",REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,17,17,M:PUNCT,",",REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,20,20,M:PUNCT,",",REQUIRED
fewshot,gold,92,To tell you frankly a best friend has to offer you a different point of view and what is more it is important say no sometimes .,23,23,M:VERB:FORM,to,REQUIRED
fewshot,gold,93,"It is impossible to take a private life if you are a celebrity , because people who love you want to know about your privacy .",4,5,R:VERB,have,REQUIRED
fewshot,gold,93,"It is impossible to take a private life if you are a celebrity , because people who love you want to know about your privacy .",24,25,R:OTHER,private life,REQUIRED
fewshot,gold,94,In our Badminton Club we have a lot of members over the age of sixty years old .,2,4,R:ORTH,badminton club,REQUIRED
fewshot,gold,95,At 17:00 they let us in the venue and they made all the checkings .,5,6,R:PREP,into,REQUIRED
fewshot,gold,95,At 17:00 they let us in the venue and they made all the checkings .,10,11,R:VERB,carried out,REQUIRED
fewshot,gold,95,At 17:00 they let us in the venue and they made all the checkings .,13,14,R:SPELL,checks,REQUIRED
fewshot,gold,96,More people are using it and it getting rush .,7,7,M:VERB:TENSE,is,REQUIRED
fewshot,gold,98,"They talked for hours one trying to convince the other , he was doing his best , but at the end , the other man declined .",4,5,M:PUNCT,. One,REQUIRED
fewshot,gold,98,"They talked for hours one trying to convince the other , he was doing his best , but at the end , the other man declined .",10,12,R:PUNCT,. He,REQUIRED
fewshot,gold,98,"They talked for hours one trying to convince the other , he was doing his best , but at the end , the other man declined .",18,19,R:PREP,in,REQUIRED
fewshot,gold,99,My faithfully,0,1,R:OTHER,Yours,REQUIRED
fewshot,gold,99,My faithfully,2,2,M:PUNCT,",",REQUIRED
fewshot,gold,100,These are advantages but we can have also disadvantages from them .,3,3,M:PUNCT,",",REQUIRED
fewshot,gold,100,These are advantages but we can have also disadvantages from them .,6,8,R:WO,also have,REQUIRED
fewshot,gold,101,Have you drank under the legal drinking age in this past month ?,2,3,R:SPELL,drunk,REQUIRED
fewshot,gold,105,I took a first aid course last year in order to know what to do in case of unexpected accidents .,3,5,R:ORTH,First Aid,REQUIRED
fewshot,gold,106,"Hate them or love them , villains are the funniest part in every story board .",14,15,U:NOUN,,REQUIRED
fewshot,gold,107,"Famous people should realize that if they try to gain famous all the time and waste their time on it , they will not have their own private life .",10,11,R:MORPH,fame,REQUIRED
fewshot,gold,108,"The acting of a classic is undoubtedly a difficult task , and yet Olivia Hussey and Leonard Whiting play their role very convincingly .",20,21,R:NOUN:NUM,roles,REQUIRED
fewshot,gold,110,"In my opinion , a trip will be fascinating because of the fact that the building of the Brewery is orginally German - owned brewery which has been brewering been for almost 400 years .",19,20,R:VERB:TENSE,was,REQUIRED
fewshot,gold,110,"In my opinion , a trip will be fascinating because of the fact that the building of the Brewery is orginally German - owned brewery which has been brewering been for almost 400 years .",20,21,R:SPELL,originally,REQUIRED
fewshot,gold,110,"In my opinion , a trip will be fascinating because of the fact that the building of the Brewery is orginally German - owned brewery which has been brewering been for almost 400 years .",21,21,M:DET,a,REQUIRED
fewshot,gold,110,"In my opinion , a trip will be fascinating because of the fact that the building of the Brewery is orginally German - owned brewery which has been brewering been for almost 400 years .",28,29,R:SPELL,brewing,REQUIRED
fewshot,gold,110,"In my opinion , a trip will be fascinating because of the fact that the building of the Brewery is orginally German - owned brewery which has been brewering been for almost 400 years .",29,30,R:SPELL,beer,REQUIRED
fewshot,gold,111,"I like all from pop , electronic , hip hop to calm music .",2,3,R:PRON,everything,REQUIRED
fewshot,gold,111,"I like all from pop , electronic , hip hop to calm music .",9,9,M:PUNCT,-,REQUIRED
fewshot,gold,112,5- It gives me big time to think on all my life without any distributions from anybody .,4,5,R:OTHER,a lot of,REQUIRED
fewshot,gold,112,5- It gives me big time to think on all my life without any distributions from anybody .,8,9,R:PREP,about,REQUIRED
fewshot,gold,112,5- It gives me big time to think on all my life without any distributions from anybody .,14,15,R:NOUN,disturbance,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,1,2,R:PART,of,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,2,3,R:VERB:FORM,working,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,20,21,R:PREP,of,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,23,24,R:OTHER,",",REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,27,28,R:OTHER,to,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,30,30,M:PUNCT,",",REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,31,32,R:VERB:TENSE,have forgotten,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,33,34,R:DET,their,REQUIRED
fewshot,gold,116,Pleasure to work at concerts is when I look in front of the stage and see different classes of people with different ages starting from the young and the elderly who forget all your worries and enjoy the same concert as if not and be separate .,36,37,R:VERB:TENSE,are enjoying,REQUIRED
fewshot,gold,117,"First of all , let me tell the adavantages .",7,7,M:PRON,you,REQUIRED
fewshot,gold,117,"First of all , let me tell the adavantages .",8,9,R:SPELL,advantages,REQUIRED
fewshot,gold,119,i hope that you will try on it someday and realize it is correct,0,1,R:ORTH,I,REQUIRED
fewshot,gold,119,i hope that you will try on it someday and realize it is correct,6,7,U:PART,,REQUIRED
fewshot,gold,119,i hope that you will try on it someday and realize it is correct,13,14,R:OTHER,true .,REQUIRED
fewshot,gold,120,"Yet , to me public transport is my",2,3,R:PREP,for,REQUIRED
fewshot,gold,120,"Yet , to me public transport is my",4,4,M:PUNCT,",",REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",1,2,M:PUNCT,", I",REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",5,6,R:DET,whose,REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",8,10,R:ORTH,Jose Luis,REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",10,11,M:PUNCT,. He,REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",11,12,R:VERB,is,REQUIRED
fewshot,gold,121,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .",19,20,R:SPELL,dynamic,REQUIRED
fewshot,gold,124,At the university I was part of the football team and we won the championship against one of the most athletic football team in our country .,1,2,U:DET,,REQUIRED
fewshot,gold,124,At the university I was part of the football team and we won the championship against one of the most athletic football team in our country .,3,3,M:PUNCT,",",REQUIRED
fewshot,gold,124,At the university I was part of the football team and we won the championship against one of the most athletic football team in our country .,13,14,R:DET,a,REQUIRED
fewshot,gold,124,At the university I was part of the football team and we won the championship against one of the most athletic football team in our country .,22,23,R:NOUN:NUM,teams,REQUIRED
fewshot,gold,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,4,5,R:NOUN:NUM,parts,REQUIRED
fewshot,gold,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,30,31,R:VERB,putting on,REQUIRED
fewshot,gold,126,Thank you very much to write me this letter .,4,5,R:PART,for,REQUIRED
fewshot,gold,126,Thank you very much to write me this letter .,5,6,R:VERB:FORM,writing,REQUIRED
fewshot,gold,129,Currently I am working as a python programmer .,1,1,M:PUNCT,",",REQUIRED
fewshot,gold,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",8,8,M:PUNCT,",",REQUIRED
fewshot,gold,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",11,12,R:VERB:TENSE,do,REQUIRED
fewshot,gold,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",16,17,R:SPELL,immediately,REQUIRED
fewshot,gold,132,Write to me about what were you doing there .,5,7,R:WO,you were,REQUIRED
fewshot,gold,136,At that moment he was pretty sure what to do now .,3,3,M:PUNCT,",",REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,10,11,R:VERB,get,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,11,12,R:PREP,to,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,12,13,U:DET,,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,13,15,R:ORTH,Big Ben,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,15,15,M:PUNCT,",",REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,15,16,R:DET,which,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,20,21,R:SPELL,building,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,25,25,M:PUNCT,",",REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,25,26,R:ADV,where,REQUIRED
fewshot,gold,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,30,30,M:PUNCT,.,REQUIRED
fewshot,gold,139,"My mother and my father had a fight to each other , they wanted not together .",8,9,R:PREP,with,REQUIRED
fewshot,gold,139,"My mother and my father had a fight to each other , they wanted not together .",11,13,R:PUNCT,. They,REQUIRED
fewshot,gold,139,"My mother and my father had a fight to each other , they wanted not together .",14,14,M:VERB:FORM,to,REQUIRED
fewshot,gold,139,"My mother and my father had a fight to each other , they wanted not together .",15,15,M:VERB,be,REQUIRED
fewshot,gold,142,As soon as they got to the base of the mountain trail everyone filled up their water bottle and began walking .,12,12,M:PUNCT,",",REQUIRED
fewshot,gold,143,It likes my laptop and it play with the Cursor .,6,7,R:VERB:SVA,plays,REQUIRED
fewshot,gold,143,It likes my laptop and it play with the Cursor .,9,10,R:ORTH,cursor,REQUIRED
