condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
fewshot,gold,245,"In conclusion, being famous is really difficult and frustrating as well, but in contrast, they earn a lot of money and they are loved by so many people though they have to accept some critics because not everybody has to love them.",27,28,R:OTHER,"people,",REQUIRED
fewshot,gold,245,"In conclusion, being famous is really difficult and frustrating as well, but in contrast, they earn a lot of money and they are loved by so many people though they have to accept some critics because not everybody has to love them.",34,35,R:NOUN,"critics,",REQUIRED
fewshot,gold,246,"Someone likes go hiking, others likes dancing, still others like playing",0,1,R:OTHER,One person,REQUIRED
fewshot,gold,246,"Someone likes go hiking, others likes dancing, still others like playing",2,3,R:VERB:FORM,going,REQUIRED
fewshot,gold,247,We are lucky to live in a city where both the authority and the people have a strong sense of environmental protection.,11,12,R:NOUN:NUM,authorities,REQUIRED
fewshot,gold,248,"You should not play the sport just because you're friends doing that, do it because you like to play.",8,9,R:OTHER,your,REQUIRED
fewshot,gold,248,"You should not play the sport just because you're friends doing that, do it because you like to play.",10,10,M:VERB:TENSE,are,REQUIRED
fewshot,gold,248,"You should not play the sport just because you're friends doing that, do it because you like to play.",11,12,R:OTHER,it.,REQUIRED
fewshot,gold,248,"You should not play the sport just because you're friends doing that, do it because you like to play.",12,13,R:ORTH,Do,REQUIRED
fewshot,gold,249,Was it the best part life could offer?,4,5,R:NOUN,thing,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",7,7,M:DET,the,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",11,12,R:VERB:SVA,were,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",13,14,R:ADJ,higher,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",15,16,R:DET,those,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",17,17,M:DET,the,REQUIRED
fewshot,gold,250,"As the graph indicates, the sales at ice - cream van was generally larger than that at indoor swimming poor.",19,20,R:NOUN,pool.,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",2,4,R:OTHER,said,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",4,5,R:OTHER,"before,",REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",7,8,U:DET,,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",8,9,R:NOUN,"technology,",REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",11,12,R:VERB:SVA,have,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",13,14,R:ADJ,possible,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",20,21,R:MORPH,passage,REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",23,24,R:NOUN,"years,",REQUIRED
fewshot,gold,251,"As I told you before because of the technology many things has become able in less time, and with the pass of the years this tend to increase.",25,26,R:VERB:TENSE,has tended,REQUIRED
fewshot,gold,253,let him reach his working meeting always on time.,2,2,M:ADV,always,REQUIRED
fewshot,gold,253,let him reach his working meeting always on time.,6,7,U:ADV,,REQUIRED
fewshot,gold,254,"Cars are improving, becoming safer and environment friendlier.",6,6,M:ADV,more,REQUIRED
fewshot,gold,254,"Cars are improving, becoming safer and environment friendlier.",6,7,R:MORPH,environmentally,REQUIRED
fewshot,gold,254,"Cars are improving, becoming safer and environment friendlier.",7,8,R:OTHER,friendly.,REQUIRED
fewshot,gold,256,The temperatures was over 20 degrees.,1,2,R:NOUN:NUM,temperature,REQUIRED
fewshot,gold,258,"I remember those years and I would like that my children will practise it when they will be oldest, an interesting sport.",8,9,U:PREP,,REQUIRED
fewshot,gold,258,"I remember those years and I would like that my children will practise it when they will be oldest, an interesting sport.",11,12,R:VERB:TENSE,to,REQUIRED
fewshot,gold,258,"I remember those years and I would like that my children will practise it when they will be oldest, an interesting sport.",16,18,R:VERB:TENSE,are,REQUIRED
fewshot,gold,258,"I remember those years and I would like that my children will practise it when they will be oldest, an interesting sport.",18,19,R:OTHER,older. It is,REQUIRED
fewshot,gold,260,"When it comes to change, we can think of what way of our lives is still inconvenient that it can probably change.",10,12,R:OTHER,in,REQUIRED
fewshot,gold,260,"When it comes to change, we can think of what way of our lives is still inconvenient that it can probably change.",17,20,R:OTHER,and could,REQUIRED
fewshot,gold,261,That's why when I go to village I like to use the Singair Road than DHAKA - ARICHA highway.,6,6,M:DET,the,REQUIRED
fewshot,gold,261,That's why when I go to village I like to use the Singair Road than DHAKA - ARICHA highway.,14,14,M:ADV,rather,REQUIRED
fewshot,gold,261,That's why when I go to village I like to use the Singair Road than DHAKA - ARICHA highway.,15,15,M:DET,the,REQUIRED
fewshot,gold,262,"Every day scientists try to develop new ways to improve the way we live, so that we are hable to pollute less the planet.",1,2,R:NOUN,"day,",REQUIRED
fewshot,gold,262,"Every day scientists try to develop new ways to improve the way we live, so that we are hable to pollute less the planet.",18,19,R:SPELL,able,REQUIRED
fewshot,gold,262,"Every day scientists try to develop new ways to improve the way we live, so that we are hable to pollute less the planet.",21,22,U:ADJ,,REQUIRED
fewshot,gold,262,"Every day scientists try to develop new ways to improve the way we live, so that we are hable to pollute less the planet.",23,24,R:NOUN,planet less.,REQUIRED
fewshot,gold,265,It can be made from used clothes to patch and darn.,7,8,R:PART,by,REQUIRED
fewshot,gold,265,It can be made from used clothes to patch and darn.,8,9,R:VERB:FORM,patching,REQUIRED
fewshot,gold,265,It can be made from used clothes to patch and darn.,10,11,R:NOUN,darning.,REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",0,1,R:OTHER,"Also,",REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",4,5,R:VERB:SVA,is,REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",7,8,R:SPELL,intelligent,REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",13,14,R:OTHER,clean,REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",17,18,R:MORPH,uses,REQUIRED
fewshot,gold,266,"Also recycling the trushes are a very inteligent way to keep the town clean, and get multiple use of the products in industry lines.",18,18,M:PREP,out,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",1,2,R:NOUN:INFL,everything,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",2,3,R:VERB:SVA,was,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",6,7,R:VERB:TENSE,had,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",9,10,R:NOUN,winter,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",13,14,R:NOUN,family.,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",14,15,R:ORTH,We,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",20,21,R:ORTH,Village(九族) to,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",21,22,R:VERB:TENSE,visit,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",25,26,R:ORTH,blossom. (I,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",30,31,R:ORTH,variety ~ is,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",33,34,R:NOUN,Japan??XD),REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",34,34,M:OTHER,The cherry,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",35,36,R:VERB:TENSE,was,REQUIRED
fewshot,gold,267,"Though everythings were depressing, I still have a wonderful winner vacation with my family: we went to Formosan Aboriginal Culture Village(九族)to visited its blooming cherry blossom.(I do n't know its variety~Is it from Japan??XD)Cherry blossom is very beautiful but there are so many people.",40,41,R:VERB:TENSE,were,REQUIRED
fewshot,gold,269,It contains twelve tracks to enjoy that you wait impatiently for the next song.,1,2,R:VERB,includes,REQUIRED
fewshot,gold,270,"Although it's true that I do n't actually love sports, once I found golf it totally engaged me!",13,14,R:NOUN,"golf,",REQUIRED
fewshot,gold,271,The above reasons I mentioned explain why I do not agree with the statemant that the public transport ha no future because travelling by car is more convenient.,13,14,R:SPELL,statement,REQUIRED
fewshot,gold,271,The above reasons I mentioned explain why I do not agree with the statemant that the public transport ha no future because travelling by car is more convenient.,15,16,U:DET,,REQUIRED
fewshot,gold,271,The above reasons I mentioned explain why I do not agree with the statemant that the public transport ha no future because travelling by car is more convenient.,18,19,R:SPELL,has,REQUIRED
fewshot,gold,272,The air pollution make the climate change.,0,2,U:DET,Air,REQUIRED
fewshot,gold,272,The air pollution make the climate change.,3,4,R:VERB:SVA,makes,REQUIRED
fewshot,gold,274,"First of all, I want to sincerely thank you for the opportunistic offer to proved quick ways to begin saving environmental resources.",11,12,R:MORPH,opportunity,REQUIRED
fewshot,gold,274,"First of all, I want to sincerely thank you for the opportunistic offer to proved quick ways to begin saving environmental resources.",12,13,U:NOUN,,REQUIRED
fewshot,gold,274,"First of all, I want to sincerely thank you for the opportunistic offer to proved quick ways to begin saving environmental resources.",14,15,R:VERB,provide,REQUIRED
fewshot,gold,275,"It's quite architecturally significant building I think, plus there is about million books, so you can learn something new about our culture.",2,2,M:DET,an,REQUIRED
fewshot,gold,275,"It's quite architecturally significant building I think, plus there is about million books, so you can learn something new about our culture.",3,4,R:ADJ,important,REQUIRED
fewshot,gold,275,"It's quite architecturally significant building I think, plus there is about million books, so you can learn something new about our culture.",4,5,R:OTHER,"building,",REQUIRED
fewshot,gold,275,"It's quite architecturally significant building I think, plus there is about million books, so you can learn something new about our culture.",9,10,R:VERB:SVA,are,REQUIRED
fewshot,gold,275,"It's quite architecturally significant building I think, plus there is about million books, so you can learn something new about our culture.",11,11,M:DET,a,REQUIRED
fewshot,gold,276,The pollution of many car is so much.,4,5,R:NOUN:NUM,cars,REQUIRED
fewshot,gold,276,The pollution of many car is so much.,7,8,R:NOUN,great.,REQUIRED
fewshot,gold,277,Some public transports as trains do not contaminate as cars or motorbikes.,2,3,R:NOUN:NUM,transport,REQUIRED
fewshot,gold,277,Some public transports as trains do not contaminate as cars or motorbikes.,3,4,R:PREP,like,REQUIRED
fewshot,gold,277,Some public transports as trains do not contaminate as cars or motorbikes.,7,8,R:OTHER,pollute as much,REQUIRED
fewshot,gold,279,In front of the building are enormous reflectors which shines into the darkness.,9,10,R:MORPH,shine,REQUIRED
fewshot,gold,281,"Hi my name is Chai, i'm from Thailand, I try to write an article to improve my writing skill and hope this program can help me.",4,5,R:OTHER,Chai.,REQUIRED
fewshot,gold,281,"Hi my name is Chai, i'm from Thailand, I try to write an article to improve my writing skill and hope this program can help me.",5,6,R:ORTH,I'm,REQUIRED
fewshot,gold,281,"Hi my name is Chai, i'm from Thailand, I try to write an article to improve my writing skill and hope this program can help me.",7,8,R:NOUN,Thailand.,REQUIRED
fewshot,gold,281,"Hi my name is Chai, i'm from Thailand, I try to write an article to improve my writing skill and hope this program can help me.",9,10,R:VERB:TENSE,am trying,REQUIRED
fewshot,gold,281,"Hi my name is Chai, i'm from Thailand, I try to write an article to improve my writing skill and hope this program can help me.",18,19,R:NOUN:NUM,skills,REQUIRED
fewshot,gold,284,"Finally, we hope a healthy future for our new generations. We want to reach our destination on time and live in safe life without diseases and pollution.",3,3,M:PREP,for,REQUIRED
fewshot,gold,284,"Finally, we hope a healthy future for our new generations. We want to reach our destination on time and live in safe life without diseases and pollution.",8,9,R:ADJ,future,REQUIRED
fewshot,gold,284,"Finally, we hope a healthy future for our new generations. We want to reach our destination on time and live in safe life without diseases and pollution.",20,21,R:OTHER,a,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",1,2,R:NOUN,pollution.,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",2,3,R:ORTH,It,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",9,10,R:OTHER,transport.,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",10,11,U:PREP,,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",18,19,R:NOUN,engines,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",21,22,R:NOUN,"transport,",REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",25,26,R:ADJ,"expensive,",REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",30,32,R:OTHER,lifetime,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",34,35,R:NOUN,engine,REQUIRED
fewshot,gold,285,"About pollution, it is a big issue in public transport, with time if you try to fix the machine of public transport that will be coste, because with time the live age of this machine will finish.",36,37,R:OTHER,come to an end.,REQUIRED
fewshot,gold,286,Friendship today is friend or friends for each season and reason while friendship of the past has been whatever the situation or time a friend stands through.,3,3,M:DET,a,REQUIRED
fewshot,gold,286,Friendship today is friend or friends for each season and reason while friendship of the past has been whatever the situation or time a friend stands through.,10,11,R:OTHER,"reason,",REQUIRED
fewshot,gold,286,Friendship today is friend or friends for each season and reason while friendship of the past has been whatever the situation or time a friend stands through.,12,12,M:DET,the,REQUIRED
fewshot,gold,286,Friendship today is friend or friends for each season and reason while friendship of the past has been whatever the situation or time a friend stands through.,16,18,R:VERB:TENSE,was,REQUIRED
fewshot,gold,287,"If you need any references, I can request them from the University Student Center and from my last employer. I am ready to start my work next week.",21,22,R:ADJ,available,REQUIRED
fewshot,gold,287,"If you need any references, I can request them from the University Student Center and from my last employer. I am ready to start my work next week.",24,25,U:DET,,REQUIRED
fewshot,gold,289,"On school days, I get up at 5 a.m. and go jogging in my neighbourhood in 15 minutes.",15,16,R:PREP,for,REQUIRED
fewshot,gold,291,I was waiting for you email.,4,5,R:DET,your,REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,0,1,R:PREP,For,REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,1,2,R:NOUN,"decades,",REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,3,3,M:VERB:TENSE,has,REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,9,10,R:OTHER,getting around,REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,11,11,M:VERB,using,REQUIRED
fewshot,gold,292,since decades man preferred to use another way of transporting than his own foot.,13,14,R:NOUN,feet.,REQUIRED
fewshot,gold,293,This is a documentary about the science.,5,6,U:DET,,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",0,1,R:ORTH,My,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",4,5,R:ADJ,football.,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",9,10,R:OTHER,much.,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",10,11,R:ORTH,It,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",12,14,U:OTHER,,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",15,16,R:NOUN,lot,REQUIRED
fewshot,gold,295,"my favourite sport is football, I like it so much it means for me a lot, It means partnership, teamwork, entertainment, exercise.",16,16,M:OTHER,to me.,REQUIRED
fewshot,gold,296,"It's the funniest sport in the world, kicking the ball, you are kicking the bad energies of your life, you will be infected of passion.",2,3,R:OTHER,most fun,REQUIRED
fewshot,gold,296,"It's the funniest sport in the world, kicking the ball, you are kicking the bad energies of your life, you will be infected of passion.",6,7,R:NOUN,world.,REQUIRED
fewshot,gold,296,"It's the funniest sport in the world, kicking the ball, you are kicking the bad energies of your life, you will be infected of passion.",7,7,M:OTHER,When you're,REQUIRED
fewshot,gold,296,"It's the funniest sport in the world, kicking the ball, you are kicking the bad energies of your life, you will be infected of passion.",23,24,R:PREP,by,REQUIRED
fewshot,gold,299,"See, football is more of a mental sport than anything else, so running on the track was n't only about getting in shape. We would push our minds by running as hard as we could even if we felt like we were going to pass out.",0,1,M:PRON,"You see,",REQUIRED
fewshot,gold,299,"See, football is more of a mental sport than anything else, so running on the track was n't only about getting in shape. We would push our minds by running as hard as we could even if we felt like we were going to pass out.",34,35,R:OTHER,"could,",REQUIRED
fewshot,gold,300,There are many discussions about the future of the public transport.,8,9,U:DET,,REQUIRED
fewshot,gold,301,When Alison came to she did not see any people.,2,4,R:OTHER,"arrived,",REQUIRED
fewshot,gold,302,on the world recorded a lot of cases where the ufo was seen.,0,1,R:PREP,In,REQUIRED
fewshot,gold,302,on the world recorded a lot of cases where the ufo was seen.,3,3,M:OTHER,there have been,REQUIRED
fewshot,gold,302,on the world recorded a lot of cases where the ufo was seen.,9,12,R:OTHER,UFOs have been,REQUIRED
fewshot,gold,303,"The expansion of public transport is one of the keys saving the planet, especially if the energy source used come from clean sources.",10,10,M:PREP,to,REQUIRED
fewshot,gold,303,"The expansion of public transport is one of the keys saving the planet, especially if the energy source used come from clean sources.",19,20,R:VERB:SVA,comes,REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",3,4,R:SPELL,volunteer,REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",4,5,R:PREP,for,REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",6,7,R:ORTH,Red,REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",7,9,R:NOUN,"Cross,",REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",13,14,R:VERB:FORM,looking,REQUIRED
fewshot,gold,304,"I'm also a volonteer among the red cross association, so I'm used to look after children and organise all kinds of events.",17,18,R:VERB:FORM,organising,REQUIRED
fewshot,gold,306,The other benefit if taking public transport is less people are taking cars reducing the amount of toxic gases released into the environemnt.,3,4,R:PREP,of,REQUIRED
fewshot,gold,306,The other benefit if taking public transport is less people are taking cars reducing the amount of toxic gases released into the environemnt.,8,9,R:ADJ,fewer,REQUIRED
fewshot,gold,306,The other benefit if taking public transport is less people are taking cars reducing the amount of toxic gases released into the environemnt.,12,13,R:NOUN,"cars,",REQUIRED
fewshot,gold,306,The other benefit if taking public transport is less people are taking cars reducing the amount of toxic gases released into the environemnt.,22,23,R:NOUN,environment.,REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,11,12,R:PART,about,REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,12,13,R:VERB:FORM,seeing,REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,13,14,R:DET,this,REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,15,16,R:OTHER,"and,",REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,19,20,R:OTHER,"not,",REQUIRED
fewshot,gold,307,I think if you're a comedy fan you will be excited to see the movie and even if you're not the movie is a must see.,25,25,M:PUNCT,-,REQUIRED
fewshot,gold,309,We use cash everyday and it is of great importance to our daily life.,3,4,R:ORTH,every day,REQUIRED
fewshot,gold,310,I think that my pronunciation will be good when I can speak for a long period of time and in all life aspects.,21,23,R:NOUN,situations.,REQUIRED
fewshot,gold,311,"Shopping is my favourite pastime, and I simply can not imagine anything more relaxing and joyful than spending my hard - earned money.",15,16,R:ADJ,enjoyable,REQUIRED
fewshot,gold,312,My teachers have said to me that if you want can write a letter about my experience.,6,7,R:OTHER,"that,",REQUIRED
fewshot,gold,312,My teachers have said to me that if you want can write a letter about my experience.,10,10,M:NOUN,"they,",REQUIRED
fewshot,gold,313,"The second thing, it's a quality of an equipment.",2,3,R:OTHER,thing,REQUIRED
fewshot,gold,313,"The second thing, it's a quality of an equipment.",3,4,R:OTHER,is,REQUIRED
fewshot,gold,313,"The second thing, it's a quality of an equipment.",4,5,R:DET,the,REQUIRED
fewshot,gold,313,"The second thing, it's a quality of an equipment.",7,8,R:DET,the,REQUIRED
fewshot,gold,314,"Princess Sophie send him a lot of letters telling him the truth about her, and about her cursed.",2,3,R:VERB:TENSE,sent,REQUIRED
fewshot,gold,314,"Princess Sophie send him a lot of letters telling him the truth about her, and about her cursed.",13,14,R:OTHER,"herself,",REQUIRED
fewshot,gold,314,"Princess Sophie send him a lot of letters telling him the truth about her, and about her cursed.",17,18,R:NOUN,curse.,REQUIRED
fewshot,gold,316,"I am a really cheery person, I like taking walks to the countryside and taking photos there in my free time and in my opinion I am a very tireless youngster.",4,5,R:ADJ,cheerful,REQUIRED
fewshot,gold,316,"I am a really cheery person, I like taking walks to the countryside and taking photos there in my free time and in my opinion I am a very tireless youngster.",21,22,R:OTHER,"and,",REQUIRED
fewshot,gold,316,"I am a really cheery person, I like taking walks to the countryside and taking photos there in my free time and in my opinion I am a very tireless youngster.",24,25,R:NOUN,"opinion,",REQUIRED
fewshot,gold,316,"I am a really cheery person, I like taking walks to the countryside and taking photos there in my free time and in my opinion I am a very tireless youngster.",29,30,R:ADJ,energetic,REQUIRED
fewshot,gold,319,"Therefore, changing portion size of soft drinks would be efficient to reduce sugar intake for teenagers each time.",1,1,M:DET,the,REQUIRED
fewshot,gold,320,It is possible that the robotics would be a normal part of individual's lives.,4,5,U:DET,,REQUIRED
fewshot,gold,320,It is possible that the robotics would be a normal part of individual's lives.,6,7,R:VERB:TENSE,will,REQUIRED
fewshot,gold,320,It is possible that the robotics would be a normal part of individual's lives.,12,14,R:NOUN,individuals'lives.,REQUIRED
fewshot,gold,321,In the world very famous sport festival is Olympic.,2,3,R:NOUN,"world,",REQUIRED
fewshot,gold,321,In the world very famous sport festival is Olympic.,3,3,M:DET,a,REQUIRED
fewshot,gold,321,In the world very famous sport festival is Olympic.,5,6,R:NOUN:NUM,sports,REQUIRED
fewshot,gold,321,In the world very famous sport festival is Olympic.,8,8,M:DET,the,REQUIRED
fewshot,gold,321,In the world very famous sport festival is Olympic.,8,9,R:NOUN,Olympics.,REQUIRED
fewshot,gold,322,Then they can sell them and get income of it.,1,2,R:PRON,we,REQUIRED
fewshot,gold,322,Then they can sell them and get income of it.,8,9,R:PREP,from,REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",18,19,R:OTHER,love:,REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",22,23,R:OTHER,creative.,REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",30,31,R:NOUN,"materials,",REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",35,35,M:VERB,dressing up,REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",36,37,R:NOUN,lot.,REQUIRED
fewshot,gold,325,"About my personal characteristics, I am friendly and self - confident but I have another quality that children loves: I am really creative, I can make costumes with not many materials so they will enjoy a lot dressing them up.",37,40,U:OTHER,,REQUIRED
fewshot,gold,327,"I hope your answer, I want to have a great holidays this year!",1,2,R:OTHER,look forward to,REQUIRED
fewshot,gold,327,"I hope your answer, I want to have a great holidays this year!",10,11,R:NOUN:NUM,holiday,REQUIRED
fewshot,gold,328,"Now, in November, weather in Russia is not so good so I switched back to buses.",3,3,M:DET,the,REQUIRED
fewshot,gold,328,"Now, in November, weather in Russia is not so good so I switched back to buses.",9,10,R:ADJ,"good,",REQUIRED
fewshot,gold,329,I want to be fit and have a good health.,7,8,U:DET,,REQUIRED
